url,bbox
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=drg24k83-cu.xml', '', '', '', '', '', ","-80.5194,39.7199,-74.696,42.2695"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=drg24k83.xml', '', '', '', '', '', ","-80.5194,39.7199,-74.696,42.2695"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=drg24k__MD.xml', '', '', '', '', '', ","-79.520215,37.844404,-75.048274,39.807620"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=drg24k_DC.xml', '', '', '', '', '', ","-77,38.75,-76.875,38.875"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=drg24k_NJ.xml', '', '', '', '', '', ","-75.574565,38.923418,-73.887906,41.357963"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=drg24k_WV.xml', '', '', '', '', '', ","-82.703964,37.160336,-77.657322,40.640064"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=drg24kcalbers.xml', '', '', '', '', '', ","-80.5194,39.7199,-74.696,42.2695"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=drg24kcropped.xml', '', '', '', '', '', ","-80.5194,39.7199,-74.696,42.2695"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=drg250k.xml', '', '', '', '', '', ","-79.4938,37.8713,-75.045,39.7425"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=drg250k_DE.xml', '', '', '', '', '', ","-75.790917,38.448462,-75.048389,39.840534"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=drg250k_MD.xml', '', '', '', '', '', ","-79.520215,37.844404,-75.048274,39.807620"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=drg250k_VA.xml', '', '', '', '', '', ","-83.781947,36.412297,-75.134618,39.496607"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=drg250k_WV.xml', '', '', '', '', '', ","-82.703964,37.160336,-77.657322,40.640064"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DRWI_Municipalities2016.xml', '', '', '', '', '', ","-75.945981,39.210303,-75.019230,41.185095"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPC2000.xml', '', '', '', '', '', ","-76.137,39.772,-74.772,40.677"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPC2010.xml', '', '', '', '', '', ","-76.137,39.772,-74.772,40.677"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPC_2005_Elevation-5ft_Interval_Contours.xml', '', '', '', '', '', ","-76.151208,39.509729,-74.381274,40.608260"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPC_2005_Elevation-Spot_Elevations.xml', '', '', '', '', '', ","-76.151039,39.509757,-74.381565,40.608169"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPC_2005_ortho_PA.xml', '', '', '', '', '', ","-76.137,39.772,-74.772,40.677"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPC_2015_ortho_metadata_PA.xml', '', '', '', '', '', ","-76.1631804034882,39.7148350428119,-74.7117238791928,40.6205637716043"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPC_2015_ortho_metadata_PA.xml', '', '', '', '', '', ","-76.1631804034882,39.7148350428119,-74.7117238791928,40.6205637716043"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPC_2015_ortho_metadata_PA.xml', '', '', '', '', '', ","-76.1631804034882,39.7148350428119,-74.7117238791928,40.6205637716043"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPC_LiDAR_2015.xml', '', '', '', '', '', ","-75.7114343254321,39.502118241734,-74.3752046076557,40.610171463261"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPC_LiDAR_2015.xml', '', '', '', '', '', ","-75.7114343254321,39.502118241734,-74.3752046076557,40.610171463261"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPC_LiDAR_2015.xml', '', '', '', '', '', ","-75.7114343254321,39.502118241734,-74.3752046076557,40.610171463261"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPC_PA_State_Plane_tile_index.xml', '', '', '', '', '', ","-76.137,39.772,-74.772,40.677"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPC_TileIndex2000.xml', '', '', '', '', '', ","-76.163180,39.692381,-74.692937,40.636841"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPC_TileIndex2010.xml', '', '', '', '', '', ","-76.163180,39.692381,-74.692937,40.636841"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPCMrSidMosaic2010.xml', '', '', '', '', '', ","-76.137,39.772,-74.772,40.677"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPCMrSidMosaic2020.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=DVRPCMrSidMosaic_bucks_north.xml', '', '', '', '', '', ","-76.137,39.772,-74.772,40.677"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EAC_ServiceAreas202211.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EBTJV.xml', '', '', '', '', '', ","-84.921378,32.368076,-66.036941,49.459651"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ecoregion_SRBC.xml', '', '', '', '', '', ","-78.982832,39.524844,-74.561829,43.000893"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EcoregionsBaileyUS2004.xml', '', '', '', '', '', ","-179.133392,17.674692,179.788208,71.398048"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EcoregionsOmernikUS2004.xml', '', '', '', '', '', ","-179.133393,24.518322,179.788206,71.398048"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=eja_v.xml', '', '', '', '', '', ","-80.519730,39.720740,-74.776560,42.153680"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EncroachmentLocations2022_10.xml', '', '', '', '', '', ","-80.612136,39.673809,-74.626078,42.278533"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EncroachmentLocationsOilGas2022_10.xml', '', '', '', '', '', ","-80.405929,39.845280,-75.151705,41.993317"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EnvironmentalJusticeAreas2010.xml', '', '', '', '', '', ","-80.615933,39.689774,-74.714292,42.239928"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EnvironmentalJusticeAreas2015.xml', '', '', '', '', '', ","-80.615933,39.689774,-74.714292,42.239928"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EPA_RadonZonesPennsylvania2021.xml', '', '', '', '', '', ","-80.519350,39.719860,-74.689580,42.269480"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EPARenewableEnergySites.xml', '', '', '', '', '', ","-176.652500,20.866944,-67.003167,66.571111"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EPAToxicReleaseInv1994.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EPAToxicReleaseInv2017.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EPAToxicReleaseInv2018.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EPAToxicReleaseInv2019.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EPCAMR_AnthDischargesCorrected2022.xml', '', '', '', '', '', ","353711.160123046,4477541.9435841,462377.835445986,4610190.61085417"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=EPCAMR_SmallWatershedsPlus_2014.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Erie_Tributaries202108.xml', '', '', '', '', '', ","-80.519480,41.849460,-79.771263,42.263800"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Erie_Watershed_Bluff_Crest_2007.xml', '', '', '', '', '', ","-80.533468,41.976399,-79.749411,42.270150"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Erie_Watershed_Bluff_Crest_2012.xml', '', '', '', '', '', ","-80.533467,41.976397,-79.749411,42.270150"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Erie_Watershed_Bluff_Crest_2015.xml', '', '', '', '', '', ","-80.533467,41.976397,-79.749411,42.270150"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Erie_Watershed_LE_Major_Subsheds.xml', '', '', '', '', '', ","-80.552193,41.649693,-79.739360,42.276330"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Erie_Watershed_LE_Streams.xml', '', '', '', '', '', ","-80.552193,41.649693,-79.739360,42.276330"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Erie_Watershed_LE_Subsheds.xml', '', '', '', '', '', ","-80.552193,41.649693,-79.739360,42.276330"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ErieCountyParcels202211.xml', '', '', '', '', '', ","-80.536668,41.832835,-79.606596,42.271763"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ErieTribs_OpenFishing202110_pt.xml', '', '', '', '', '', ","-80.519480,41.849460,-79.771263,42.263800"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ErieTribs_OpenFishing_Poly202110.xml', '', '', '', '', '', ","-80.519480,41.849460,-79.771263,42.263800"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ErosionandSedimentControlFacilities2022_10.xml', '', '', '', '', '', ","-80.589944,39.682181,-74.639656,42.188661"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ERRI_LandmarksPA.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ERRI_NationalFishHatchery1996.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ERRI_NationalforestsPA.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ERRI_NationalParksPA.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ERRI_NationalWildlifePreservesPA.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=errifloodplains1996.xml', '', '', '', '', '', ","-80.519585,39.719891,-74.690014,42.263659"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ESIMaps_Hudson.xml', '', '', '', '', '', ","-74.05800,40.87500,-73.62500,42.75000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ESIMaps_Virginia.xml', '', '', '', '', '', ","-74.05800,40.87500,-73.62500,42.75000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ExplorePAtrails_Trails201805.xml', '', '', '', '', '', ","-80.597789,39.554068,-74.689450,42.267874"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ExplorePAtrails_WaterTrails201703.xml', '', '', '', '', '', ","-80.611184,39.720850,-74.689450,42.007803"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ExplorePAtrails_WP201703.xml', '', '', '', '', '', ","-80.519124,39.649424,-74.699511,42.163250"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FarmEasements202211.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Federal202211.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FEMA_dfirm_AllPA.xml', '', '', '', '', '', ","-160.558225,18.896998,-154.732175,22.233475"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FEMA_NFHL_10_DE_20170307.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FEMA_NFHL_11_DC_20170416.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FEMA_NFHL_24_MD_20170620.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FEMA_NFHL_36_NY_20170614.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FEMA_NFHL_36_NY_20170614.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FEMA_NFHL_39_OH_20170802.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FEMA_NFHL_42_2020.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FEMA_NFHL_42_2020.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FEMA_NFHL_42_2020.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FEMA_NFHL_42_2020.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FEMA_NFHL_42_2020.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FEMA_NFHL_51_VA_20170805.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FEMA_NFHL_54_WV_20161030.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FEMA_PA_Historic_Flood_Maps.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Fisheries_AllSections202210.xml', '', '', '', '', '', ","-80.520420,39.703258,-74.689450,42.264260"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Fishing_SpecReg_Lakes202208.xml', '', '', '', '', '', ","-80.541600,39.771420,-75.043280,42.375000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Fishing_SpecReg_Streams202112.xml', '', '', '', '', '', ","-80.519380,39.721390,-74.689450,42.255660"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Fishing_SpecRegLakesPoint202208.xml', '', '', '', '', '', ","-80.504110,39.779870,-75.047960,42.173060"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=fishspeciesoccurrence.xml', '', '', '', '', '', ","-80.519170,39.717220,-74.695830,42.260560"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=floodjune2006.xml', '', '', '', '', '', ","-80.51934,39.71987,-74.69392,42.26501"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=forest1992.xml', '', '', '', '', '', ","-80.617552,39.674161,-74.616496,42.282587"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=forest2001.xml', '', '', '', '', '', ","-80.617307,39.674268,-74.616605,42.282691"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=forest2005.xml', '', '', '', '', '', ","-80.756286,39.485386,-74.404761,42.476862"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=forest2011.xml', '', '', '', '', '', ","-81.290834,39.201601,-73.883207,42.784023"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ForestPatch_2011_DRBC.xml', '', '', '', '', '', ","-75.688145,40.813750,-74.416792,42.222521"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ForestType_2011_DRBC.xml', '', '', '', '', '', ","-75.688145,40.813750,-74.416792,42.222521"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=fractionalvegcovernepa1985.xml', '', '', '', '', '', ","-77.952133,40.822944,-74.659409,42.036107"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=fractionalvegcovernepa2000.xml', '', '', '', '', '', ","-77.952133,40.822944,-74.659409,42.036107"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=fractionalvegcovernwpa1985.xml', '', '', '', '', '', ","-80.574156,40.838865,-77.951082,42.282754"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=fractionalvegcovernwpa2000.xml', '', '', '', '', '', ","-80.699876,39.555531,-74.519116,42.355309"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=fractionalvegcoversepa1985.xml', '', '', '', '', '', ","-77.952940,39.674094,-74.688610,40.873639"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=fractionalvegcoversepa2000.xml', '', '', '', '', '', ","-77.952940,39.674094,-74.688610,40.873639"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=fractionalvegcoverswpa1985.xml', '', '', '', '', '', ","-80.561792,39.693492,-77.946051,40.869615"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=fractionalvegcoverswpa2000.xml', '', '', '', '', '', ","-80.561792,39.693492,-77.946051,40.869615"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FragMap_20121231Results.xml', '', '', '', '', '', ","-78.693800,40.818197,-76.389314,41.965510"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FragMap_Pre2008Results.xml', '', '', '', '', '', ","-78.693800,40.818197,-76.389314,41.965510"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FranklinCountyParcels202211.xml', '', '', '', '', '', ","-78.099118,39.719046,-77.454267,40.286873"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FultonCounty_Centerlines202110.xml', '', '', '', '', '', ","-78.370955,39.709791,-77.874584,40.165475"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FultonCounty_Parcels202110.xml', '', '', '', '', '', ","-78.383035,39.721178,-77.859547,40.165843"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=FultonCounty_Structures202110.xml', '', '', '', '', '', ","-78.369385,39.721551,-77.876879,40.165348"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=gapbirds30.xml', '', '', '', '', '', ","-81.00815292,38.87123889,-74.19768625,42.75504061"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=gapbirds90.xml', '', '', '', '', '', ","-81.00815292,38.87123889,-74.19768625,42.75504061"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=gapfish90.xml', '', '', '', '', '', ","-81.00815292,38.87123889,-74.19768625,42.75504061"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=gapherps30.xml', '', '', '', '', '', ","-81.00815292,38.87123889,-74.19768625,42.75504061"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=gapherps90.xml', '', '', '', '', '', ","-81.00815292,38.87123889,-74.19768625,42.75504061"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=gapmammals30.xml', '', '', '', '', '', ","-81.00815292,38.87123889,-74.19768625,42.75504061"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=gapmammals90.xml', '', '', '', '', '', ","-81.00815292,38.87123889,-74.19768625,42.75504061"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=gapstewardship1999.xml', '', '', '', '', '', ","-80.528580,39.720570,-74.732280,42.173700"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=GAPStewardship_ErieNWR2008.xml', '', '', '', '', '', ","-80.010596,41.561183,-79.919317,41.804992"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=geographicnamesinformationsystem1981.xml', '', '', '', '', '', ","-80.661940,39.571670,-74.690000,42.991940"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=GNIS_Community_Features2010.xml', '', '', '', '', '', ","-176.688611,-14.361111,178.877500,71.385556"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=GNIS_HI_AK200812.xml', '', '', '', '', '', ","-179.468056,0.000000,179.983333,71.388333"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=GNIS_HistoricFeatures2009.xml', '', '', '', '', '', ","-180.00,-90.00,180.00,72.00"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=GNIS_PA2007.xml', '', '', '', '', '', ","-80.661742,39.571760,-74.689607,42.264780"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=GNIS_PopPlaces2009.xml', '', '', '', '', '', ","-180.00,-90.00,180.00,72.00"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=GNIS_USConcise2009.xml', '', '', '', '', '', ","-180.00,-90.00,180.00,72.00"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Greenway_Corridors.xml', '', '', '', '', '', ","-77.767475,39.723259,-75.059646,40.755316"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=Greenway_Hubs.xml', '', '', '', '', '', ","-77.577728,39.715702,-75.045604,40.674947"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=groundwatermonitoring1999.xml', '', '', '', '', '', ","-80.5181,39.6930,-74.6170,42.2340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=habitat1992.xml', '', '', '', '', '', ","-81.484531,38.721414,-73.788432,43.223655"
