url,Title,JPEG,PDF,Rights,DOI
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28642', '', '', '', '', '', '', ''","1930 Real Estate Plat-Book of the City of Trenton and Borough of Princeton, Mercer County, New Jersey (Plate 45 of 48, Trenton)",https://rucore.libraries.rutgers.edu/rutgers-lib/28642/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28642/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3057FTM
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28594', '', '', '', '', '', '', ''","1930 Real Estate Plat-Book of the City of Trenton and Borough of Princeton, Mercer County, New Jersey (Title Page)",https://rucore.libraries.rutgers.edu/rutgers-lib/28594/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28594/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3SB45P7
"'https://rucore.libraries.rutgers.edu/rutgers-lib/36692', '', '', '', '', '', '', ''","Plate-I: Distribution of shellfish resources in relation to the New Jersey Intracoastal Waterway, Shrewsbury River to Long Branch",https://rucore.libraries.rutgers.edu/rutgers-lib/36692/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/36692/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T30V8BS6
"'https://rucore.libraries.rutgers.edu/rutgers-lib/36690', '', '', '', '', '', '', ''","Plate-III: Distribution of shellfish resources - Atlantic Coast of New Jersey, Manasquan Inlet to Little Egg Harbor",https://rucore.libraries.rutgers.edu/rutgers-lib/36690/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/36690/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3RB73MB
"'https://rucore.libraries.rutgers.edu/rutgers-lib/36691', '', '', '', '', '', '', ''","Plate-V: Distribution of shellfish resources in relation to the New Jersey Intracoastal Waterway, Longport to Cape May",https://rucore.libraries.rutgers.edu/rutgers-lib/36691/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/36691/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3W37V97
"'https://rucore.libraries.rutgers.edu/rutgers-lib/33956', '', '', '', '', '', '', ''","Topographical map of Jersey City, Hoboken and the adjacent country, describing minutely the courses of rivers, brooks, the Township, original patent lines, railways, turnpike, carriage, bridle roads, the present farm boundaries with the names of their proprietors, a correct plan of public grounds and gentleman's country seats, the position of farm houses, forests, swamps, and marshes, showing a complete view of the face of the country",https://rucore.libraries.rutgers.edu/rutgers-lib/33956/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/33956/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3GQ6X3G
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28646', '', '', '', '', '', '', ''","1930 Real Estate Plat-Book of the City of Trenton and Borough of Princeton, Mercer County, New Jersey (Index Page, Princeton)",https://rucore.libraries.rutgers.edu/rutgers-lib/28646/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28646/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3H70FQZ
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28638', '', '', '', '', '', '', ''","1930 Real Estate Plat-Book of the City of Trenton and Borough of Princeton, Mercer County, New Jersey (Plate 41 of 48, Trenton)",https://rucore.libraries.rutgers.edu/rutgers-lib/28638/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28638/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3G73DPX
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28662', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 10 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28662/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28662/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3K35TJD
"'https://rucore.libraries.rutgers.edu/rutgers-lib/28664', '', '', '', '', '', '', ''","1874 Sanborn Insurance Diagram of Trenton, NJ (Sheet 12 of 20)",https://rucore.libraries.rutgers.edu/rutgers-lib/28664/JPEG/1/play/,https://rucore.libraries.rutgers.edu/rutgers-lib/28664/PDF/1/play/,"This resource may be copyright protected. You may make use of this resource, with proper attribution, for educational and other non-commercial uses only. Contact the contributing organization to obtain permission for reproduction, publication, and commercial use.",https://doi.org/doi:10.7282/T3TM7B10
