portalName,total,new_items,deleted_items
01b-18163,57,1,0
01c-02,895,0,0
02b-17113,20,0,0
03a-02,1032,2,2
03a-03,227,1,1
03a-04,220,2,1
03b-19113,132,0,0
04a-01,1450,10,0
04b-24005,175,7,3
04b-24013,31,0,0
04b-24021,110,0,0
04b-24025,91,0,0
04c-01,1525,35,0
04c-02,636,16,1
04f-01,101,1,0
05b-27011,4,0,0
05b-27017,0,0,0
05b-27019,80,1,0
05b-27027,19,0,0
05b-27053,47,3,0
05b-27057,0,0,0
05b-27119,81,0,0
05b-27121,34,15,15
05b-27123,31,0,0
05b-27137,8,0,0
05b-27139,60,0,0
05b-27167,35,0,12
05c-01,178,1,1
06a-01,380,5,1
06b-26125,323,0,0
06f-01,37,0,2
07b-26161,12,0,0
07c-01,156,9,6
07d-02,63,0,0
08b-42003,59,0,0
08b-42027,86,4,0
08b-42029,49,3,2
08b-42039,177,18,0
08b-42043,28,0,0
08b-42091,77,1,5
08b-42133,55,0,0
08c-02,331,2,0
09c-01,94,1,0
10b-55003,10,0,0
10b-55021,81,0,0
10b-55025,58,0,0
10b-55025-01,51,1,0
10b-55035-01,40,1,0
10b-55079,68,0,0
10b-55087,114,23,0
10b-55093,5,0,0
10b-55101,106,0,1
10b-55109,6,0,0
10b-55111,79,0,0
10b-55125-01,33,0,0
10b-55133,179,1,0
10b-55135,61,0,0
10b-55137,12,0,0
10b-55141,16,0,0
10c-03,158,0,0
10c-04,23,0,0
11a-01,1009,7,4
11b-39009,16,0,0
11b-39035,31,0,0
11b-39049,47,0,0
11b-39093,222,0,0
11b-39151,91,5,2
11b-39153,15,0,0
12b-17031,219,0,0
12b-17043,86,0,0
12b-17097,1343,0,0
12b-17143,124,0,0
12d-03,34,0,0
13a-01,132,30,20
99-1000,610,2,16
99-1100,355,9,0
