portalName,total,new_items,deleted_items
06a-01,371,21,56
05b-27167,0,0,0
01b-18163,59,0,0
11b-39153,27,0,9
08b-42133,56,0,0
04b-24031,66,2,0
01c-02,1203,0,0
02b-17113,17,0,0
04b-24013,30,0,0
08b-42003,65,4,0
11b-39009,25,0,0
05b-27011,15,0,0
05b-27017,0,0,0
05b-27019,89,0,0
08b-42027,86,3,3
04c-02,27,0,3
12b-17043,54,1,0
11b-39049,47,0,1
11a-01,1034,6,17
04b-24025,92,0,0
05b-27053,46,0,0
12b-17097,1452,4,0
03b-19113,106,0,5
05c-01,153,9,9
06b-26125,284,0,0
08c-02,271,1,2
05b-27121,58,0,0
99-1000,708,5,5
11b-39151,97,4,7
04b-24005,137,0,0
05b-27027,21,0,0
08b-42039,89,0,0
11b-39035,32,0,0
08b-42043,30,0,0
04f-01,85,0,0
05b-27057,0,0,0
11b-39093,220,0,0
04a-01,1217,9,3
08b-42091,39,0,1
04c-01,1357,26,2
12b-17143,128,4,1
05b-27123,31,0,0
05b-27139,61,0,1
06f-01,44,1,0
09c-01,84,1,0
07d-02,68,2,1
07b-26161,10,0,0
04b-24021,110,0,0
07c-01,148,15,13
03a-04,169,46,5
03c-02,177,0,2
12b-17031,203,1,0
03a-02,1061,7,7
13a-01,151,10,9
12d-03,34,0,0
99-1100,196,12,0
05b-27119,75,0,0
08b-42029,48,0,0
