identifier,landingPage,portalName
a88c70e7f1b443cf950b3c784083977e,http://opendata.dc.gov/datasets/a88c70e7f1b443cf950b3c784083977e,04c-01
76a28737a6f84b3c92a421114acccca2_5,http://opendata.dc.gov/datasets/76a28737a6f84b3c92a421114acccca2_5,04c-01
07e3b785872a4e4b89b183c171b2f5bc_7,http://opendata.dc.gov/datasets/07e3b785872a4e4b89b183c171b2f5bc_7,04c-01
f99ebdaf667549188e9f3c38ee0b13fe_46,http://opendata.dc.gov/datasets/f99ebdaf667549188e9f3c38ee0b13fe_46,04c-01
36b5d185ab2d4107958932814988f388_4,http://opendata.dc.gov/datasets/36b5d185ab2d4107958932814988f388_4,04c-01
85fce54dea6946dea827c02a6bda88bb_23,http://opendata.dc.gov/datasets/85fce54dea6946dea827c02a6bda88bb_23,04c-01
a1f26406654445f0b61ff73ac4ab0572_18,http://opendata.dc.gov/datasets/a1f26406654445f0b61ff73ac4ab0572_18,04c-01
f95090dd154041b595f2f41d79e89979_10,http://opendata.dc.gov/datasets/f95090dd154041b595f2f41d79e89979_10,04c-01
b761e3f584344ae1be74e83d120b940b_19,http://opendata.dc.gov/datasets/b761e3f584344ae1be74e83d120b940b_19,04c-01
0c882dcf6e7d480a9eedfa618cc24c9d_8,http://opendata.dc.gov/datasets/0c882dcf6e7d480a9eedfa618cc24c9d_8,04c-01
3f4d5721f103467e8342496a39cd8c36_6,http://opendata.dc.gov/datasets/3f4d5721f103467e8342496a39cd8c36_6,04c-01
3cfdb871bf404c32a62935ca175c8faf_0,http://opendata.dc.gov/datasets/3cfdb871bf404c32a62935ca175c8faf_0,04c-01
e0d93774f3e4453cbc61f256b1080383_29,http://opendata.dc.gov/datasets/e0d93774f3e4453cbc61f256b1080383_29,04c-01
6aa6d6b7414944ccad4e6758074a3125_1,http://opendata.dc.gov/datasets/6aa6d6b7414944ccad4e6758074a3125_1,04c-01
14dbcff647a64334b4c84cdb21f962d5_91,http://opendata.dc.gov/datasets/14dbcff647a64334b4c84cdb21f962d5_91,04c-01
3bf98674681e43fab6ddf578a48bf991_8,http://opendata.dc.gov/datasets/3bf98674681e43fab6ddf578a48bf991_8,04c-01
b2586556b54e417ca337d45a0f2cb11d_3,http://opendata.dc.gov/datasets/b2586556b54e417ca337d45a0f2cb11d_3,04c-01
01cfe9d0cc1b40cba1e37178074b3fe2_32,http://opendata.dc.gov/datasets/01cfe9d0cc1b40cba1e37178074b3fe2_32,04c-01
c3f5545c84624a82a41966304881f06f_3,http://opendata.dc.gov/datasets/c3f5545c84624a82a41966304881f06f_3,04c-01
1c5d4b467eaa4301b976547c65cd7d06_24,http://opendata.dc.gov/datasets/1c5d4b467eaa4301b976547c65cd7d06_24,04c-01
eb38505cbdcd412186d421bd90252f49_22,http://opendata.dc.gov/datasets/eb38505cbdcd412186d421bd90252f49_22,04c-01
45452b5fbb4a41efa44ce7c8eb3fc194_2,http://opendata.dc.gov/datasets/45452b5fbb4a41efa44ce7c8eb3fc194_2,04c-01
a87c1b9a71e143a4914e3c384bda2d3a_92,http://opendata.dc.gov/datasets/a87c1b9a71e143a4914e3c384bda2d3a_92,04c-01
a5fccbd942ac4edd85958bf4366ef4f4_99,http://opendata.dc.gov/datasets/a5fccbd942ac4edd85958bf4366ef4f4_99,04c-01
e8c2b7ef54fb43d9a2ed1b0b75d0a14d_4,http://opendata.dc.gov/datasets/e8c2b7ef54fb43d9a2ed1b0b75d0a14d_4,04c-01
7883e07b7b5d4b74b0b5ea4f02f895af_63,http://opendata.dc.gov/datasets/7883e07b7b5d4b74b0b5ea4f02f895af_63,04c-01
1f2268711936426a88d12652b0e53ab1_32,http://opendata.dc.gov/datasets/1f2268711936426a88d12652b0e53ab1_32,04c-01
203c2342b36240949e0ad95d75a5bdca_2,http://opendata.dc.gov/datasets/203c2342b36240949e0ad95d75a5bdca_2,04c-01
f3d36543cc81416791e96b95fc23e6c2_4,http://opendata.dc.gov/datasets/f3d36543cc81416791e96b95fc23e6c2_4,04c-01
3fbeecb7e38846a6a5c3abff2ec71b8b_1,http://opendata.dc.gov/datasets/3fbeecb7e38846a6a5c3abff2ec71b8b_1,04c-01
974c94a67f8a469b8252d6c8ac920b70_8,http://opendata.dc.gov/datasets/974c94a67f8a469b8252d6c8ac920b70_8,04c-01
0a0ff97967fb413b91d5cf444ed82fce_6,http://opendata.dc.gov/datasets/0a0ff97967fb413b91d5cf444ed82fce_6,04c-01
f289da88487e465ca76ca71ef87db76e_40,http://opendata.dc.gov/datasets/f289da88487e465ca76ca71ef87db76e_40,04c-01
8ffa9109cd9a4e37982cea67b289784d_0,http://opendata.dc.gov/datasets/8ffa9109cd9a4e37982cea67b289784d_0,04c-01
84fdf39aaa3a4e75ba9e7a167577daa8_41,http://opendata.dc.gov/datasets/84fdf39aaa3a4e75ba9e7a167577daa8_41,04c-01
e10abf49228b45d6b0892046e895f231_12,http://opendata.dc.gov/datasets/e10abf49228b45d6b0892046e895f231_12,04c-01
d9e8c786c9694e47979ef71a5c2f1a7a_5,http://opendata.dc.gov/datasets/d9e8c786c9694e47979ef71a5c2f1a7a_5,04c-01
0ef47379cbae44e88267c01eaec2ff6e_31,http://opendata.dc.gov/datasets/0ef47379cbae44e88267c01eaec2ff6e_31,04c-01
8553eeedeed9406c805f3c36801d2114_14,http://opendata.dc.gov/datasets/8553eeedeed9406c805f3c36801d2114_14,04c-01
6845248e838446e5859a740bd741f9d1_120,http://opendata.dc.gov/datasets/6845248e838446e5859a740bd741f9d1_120,04c-01
36b373cc47f743348eb658a4c1f8de6f_0,http://opendata.dc.gov/datasets/36b373cc47f743348eb658a4c1f8de6f_0,04c-01
f22a3a244b624fd1a8121919d3d186b0_30,http://opendata.dc.gov/datasets/f22a3a244b624fd1a8121919d3d186b0_30,04c-01
52a70a0438dc44818e97593d13d808ae_13,http://opendata.dc.gov/datasets/52a70a0438dc44818e97593d13d808ae_13,04c-01
f4e8bbce24bf436494431644965a51e0_18,http://opendata.dc.gov/datasets/f4e8bbce24bf436494431644965a51e0_18,04c-01
abfc50875c3a4131bc6f7a39371b882f_13,http://opendata.dc.gov/datasets/abfc50875c3a4131bc6f7a39371b882f_13,04c-01
1d7c9d0e3aac49c1aa88d377a3bae430_4,http://opendata.dc.gov/datasets/1d7c9d0e3aac49c1aa88d377a3bae430_4,04c-01
683e671a380f45f29d7634c216c181f2_0,http://opendata.dc.gov/datasets/683e671a380f45f29d7634c216c181f2_0,04c-01
a8a31b7691c54518a995d7223a6a6baf_0,http://opendata.dc.gov/datasets/a8a31b7691c54518a995d7223a6a6baf_0,04c-01
eb266fa15a3542f78ec1393e5146f8ce_7,http://opendata.dc.gov/datasets/eb266fa15a3542f78ec1393e5146f8ce_7,04c-01
7b160ea881874139872285440b5d2259_34,http://opendata.dc.gov/datasets/7b160ea881874139872285440b5d2259_34,04c-01
e3b5a085986044c48052521e6075c81d_18,http://opendata.dc.gov/datasets/e3b5a085986044c48052521e6075c81d_18,04c-01
a081c2756d844eb398de6ea4bf936ced_36,http://opendata.dc.gov/datasets/a081c2756d844eb398de6ea4bf936ced_36,04c-01
cf871cf79b8a4199b14fcfa62db76354_33,http://opendata.dc.gov/datasets/cf871cf79b8a4199b14fcfa62db76354_33,04c-01
fc7da7bd29d4493481b17d032e117d09_0,http://opendata.dc.gov/datasets/fc7da7bd29d4493481b17d032e117d09_0,04c-01
44cdf2570d8545dd9c9868e2a2f570c8_27,http://opendata.dc.gov/datasets/44cdf2570d8545dd9c9868e2a2f570c8_27,04c-01
39e3d400f71a443ab559a595d5c88119_0,http://opendata.dc.gov/datasets/39e3d400f71a443ab559a595d5c88119_0,04c-01
99fa4f5f1326412a912e4fd423d98317_57,http://opendata.dc.gov/datasets/99fa4f5f1326412a912e4fd423d98317_57,04c-01
0f68a4bcc11940a0a9b3ed77d3d3a1c6_14,http://opendata.dc.gov/datasets/0f68a4bcc11940a0a9b3ed77d3d3a1c6_14,04c-01
09f3cf8387be470da58b468a794f67eb_36,http://opendata.dc.gov/datasets/09f3cf8387be470da58b468a794f67eb_36,04c-01
77efead979d348949a8764b5ca6fc5b2_2,http://opendata.dc.gov/datasets/77efead979d348949a8764b5ca6fc5b2_2,04c-01
e212a450a22447ed8252d5baefa7e05d_15,http://opendata.dc.gov/datasets/e212a450a22447ed8252d5baefa7e05d_15,04c-01
00e99d669ce842358269ade6dd80832a_88,http://opendata.dc.gov/datasets/00e99d669ce842358269ade6dd80832a_88,04c-01
5b9b123c69a849f5845b18c1650e5247_25,http://opendata.dc.gov/datasets/5b9b123c69a849f5845b18c1650e5247_25,04c-01
6136c4499c5f4c4280c871d4a02694ea_35,http://opendata.dc.gov/datasets/6136c4499c5f4c4280c871d4a02694ea_35,04c-01
53b4afcee29a470e858d0c60bd70b35b_28,http://opendata.dc.gov/datasets/53b4afcee29a470e858d0c60bd70b35b_28,04c-01
1d28aa7269dc40f9905912aa2e531f82_0,http://opendata.dc.gov/datasets/1d28aa7269dc40f9905912aa2e531f82_0,04c-01
a9ac9f8d9d1546e8bd6610b48cb29810_0,http://opendata.dc.gov/datasets/a9ac9f8d9d1546e8bd6610b48cb29810_0,04c-01
d8cc414a97e247dc8ab7897777155aba_9,http://opendata.dc.gov/datasets/d8cc414a97e247dc8ab7897777155aba_9,04c-01
308a75bb516e40fbab75644465f91dfc_116,http://opendata.dc.gov/datasets/308a75bb516e40fbab75644465f91dfc_116,04c-01
e907522e847a451ba514251f98270380_31,http://opendata.dc.gov/datasets/e907522e847a451ba514251f98270380_31,04c-01
0330599ab72c4a189c9a2627c5db614c_3,http://opendata.dc.gov/datasets/0330599ab72c4a189c9a2627c5db614c_3,04c-01
7e36b5f8c97f440ab45e31dc58ea9471_12,http://opendata.dc.gov/datasets/7e36b5f8c97f440ab45e31dc58ea9471_12,04c-01
a187350ab19a4f6aa28d8a0ce6bbdbdc_15,http://opendata.dc.gov/datasets/a187350ab19a4f6aa28d8a0ce6bbdbdc_15,04c-01
88e8de0a2ef34253aaf6eb08d664b214_5,http://opendata.dc.gov/datasets/88e8de0a2ef34253aaf6eb08d664b214_5,04c-01
3e05e00d26ee4e13b2f441226a10f8b1_7,http://opendata.dc.gov/datasets/3e05e00d26ee4e13b2f441226a10f8b1_7,04c-01
6af5642d9ff84f0d9a86638041bc2056_2,http://opendata.dc.gov/datasets/6af5642d9ff84f0d9a86638041bc2056_2,04c-01
a84610f08a2943d588d71ff059a5788b_22,http://opendata.dc.gov/datasets/a84610f08a2943d588d71ff059a5788b_22,04c-01
32143ca8983d4476b64f4202162bf61e_12,http://opendata.dc.gov/datasets/32143ca8983d4476b64f4202162bf61e_12,04c-01
992ca2e2d4e04f08b46d03ee0dbe791a_24,http://opendata.dc.gov/datasets/992ca2e2d4e04f08b46d03ee0dbe791a_24,04c-01
28dacaf5dcf2426aabc18e463dfe9b2c_22,http://opendata.dc.gov/datasets/28dacaf5dcf2426aabc18e463dfe9b2c_22,04c-01
aed0dc6ea30a48c7879ed3d99ff5cf64_37,http://opendata.dc.gov/datasets/aed0dc6ea30a48c7879ed3d99ff5cf64_37,04c-01
7241f6d500b44288ad983f0942b39663_10,http://opendata.dc.gov/datasets/7241f6d500b44288ad983f0942b39663_10,04c-01
a0823c94029942118c05989ae6949850_31,http://opendata.dc.gov/datasets/a0823c94029942118c05989ae6949850_31,04c-01
8feb282177d04c68969c43e00682bad4_20,http://opendata.dc.gov/datasets/8feb282177d04c68969c43e00682bad4_20,04c-01
c3aadfc8c6ca4a799870b0985a64df74_10,http://opendata.dc.gov/datasets/c3aadfc8c6ca4a799870b0985a64df74_10,04c-01
bf78692457244db0acc70ccda790aa74_4,http://opendata.dc.gov/datasets/bf78692457244db0acc70ccda790aa74_4,04c-01
58562a06412e43b9acb2515010818b0a_28,http://opendata.dc.gov/datasets/58562a06412e43b9acb2515010818b0a_28,04c-01
a0491c3eb8224c1a99a3552a0c1d97ed_20,http://opendata.dc.gov/datasets/a0491c3eb8224c1a99a3552a0c1d97ed_20,04c-01
470adf108ea34744adf55fce3a4a0359_11,http://opendata.dc.gov/datasets/470adf108ea34744adf55fce3a4a0359_11,04c-01
f9fc029004c647cab5719aa0575bc3ef_17,http://opendata.dc.gov/datasets/f9fc029004c647cab5719aa0575bc3ef_17,04c-01
60f43d8ef4ef492485715bcc406d63ef_4,http://opendata.dc.gov/datasets/60f43d8ef4ef492485715bcc406d63ef_4,04c-01
5b99b84ef5c0454e87494c6d9b7fa728_31,http://opendata.dc.gov/datasets/5b99b84ef5c0454e87494c6d9b7fa728_31,04c-01
c15caa8cb5f04d2db920ffad1c8bd00f_2,http://opendata.dc.gov/datasets/c15caa8cb5f04d2db920ffad1c8bd00f_2,04c-01
f2293e5cbf18464f971c9faea50dbd18_0,http://opendata.dc.gov/datasets/f2293e5cbf18464f971c9faea50dbd18_0,04c-01
4e6d291106924c078ba4d61524a296ef_26,http://opendata.dc.gov/datasets/4e6d291106924c078ba4d61524a296ef_26,04c-01
c376f3bd33064a749ec0c9ad700e27ed_18,http://opendata.dc.gov/datasets/c376f3bd33064a749ec0c9ad700e27ed_18,04c-01
1ef41f3815d5433abc435604a489d29f_5,http://opendata.dc.gov/datasets/1ef41f3815d5433abc435604a489d29f_5,04c-01
841d39387c564647a91f6db211cb8126_7,http://opendata.dc.gov/datasets/841d39387c564647a91f6db211cb8126_7,04c-01
6c18bb76d8644bc1bf53cac2d2199564_4,http://opendata.dc.gov/datasets/6c18bb76d8644bc1bf53cac2d2199564_4,04c-01
5e0513c9413349cdaa0d47c77f9447ba_26,http://opendata.dc.gov/datasets/5e0513c9413349cdaa0d47c77f9447ba_26,04c-01
be2069c4988e47c3b51358ccc9980654_96,http://opendata.dc.gov/datasets/be2069c4988e47c3b51358ccc9980654_96,04c-01
45ee7ebf360446e99956e9c01a38fe9e_6,http://opendata.dc.gov/datasets/45ee7ebf360446e99956e9c01a38fe9e_6,04c-01
1603b1d80a434a9c9da52ad7c450e882,http://opendata.dc.gov/datasets/1603b1d80a434a9c9da52ad7c450e882,04c-01
567f007f2d2b4d2b9afe08b9eb620182_52,http://opendata.dc.gov/datasets/567f007f2d2b4d2b9afe08b9eb620182_52,04c-01
c19ab93558b947cfa9c285533b1688c6_34,http://opendata.dc.gov/datasets/c19ab93558b947cfa9c285533b1688c6_34,04c-01
2c58911d94464f28b15adfd6a7a4a6be_11,http://opendata.dc.gov/datasets/2c58911d94464f28b15adfd6a7a4a6be_11,04c-01
dd589772125d4ce29ae3022d099f5c8e_79,http://opendata.dc.gov/datasets/dd589772125d4ce29ae3022d099f5c8e_79,04c-01
ad66225d16cb482785037f7668a35e79_14,http://opendata.dc.gov/datasets/ad66225d16cb482785037f7668a35e79_14,04c-01
27647c5fff2949969364e94d7d8d7464_44,http://opendata.dc.gov/datasets/27647c5fff2949969364e94d7d8d7464_44,04c-01
6a44f007e34e48408c354a6f30ed472e_4,http://opendata.dc.gov/datasets/6a44f007e34e48408c354a6f30ed472e_4,04c-01
0a73011064ae4580a4a8539de03060d1_14,http://opendata.dc.gov/datasets/0a73011064ae4580a4a8539de03060d1_14,04c-01
5d12bb84a6584c50abdbfe2848b2c881_39,http://opendata.dc.gov/datasets/5d12bb84a6584c50abdbfe2848b2c881_39,04c-01
04de4eaa31c04a93a42afce37b20d0e2_6,http://opendata.dc.gov/datasets/04de4eaa31c04a93a42afce37b20d0e2_6,04c-01
0196b51588d64a73baba197714fa2567_6,http://opendata.dc.gov/datasets/0196b51588d64a73baba197714fa2567_6,04c-01
adbfd35fb1044826a785d87ec766b8cb_21,http://opendata.dc.gov/datasets/adbfd35fb1044826a785d87ec766b8cb_21,04c-01
18a8c1cc55d94400a227bc06fb44bfc8_0,http://opendata.dc.gov/datasets/18a8c1cc55d94400a227bc06fb44bfc8_0,04c-01
1cd772ef24404a14a5bd67cc5ab15f49_2,http://opendata.dc.gov/datasets/1cd772ef24404a14a5bd67cc5ab15f49_2,04c-01
556208361a1d42c68727401386edf707_111,http://opendata.dc.gov/datasets/556208361a1d42c68727401386edf707_111,04c-01
8d10621514e544c0b5a1ef775e7e0263_36,http://opendata.dc.gov/datasets/8d10621514e544c0b5a1ef775e7e0263_36,04c-01
94304542baea49869e046ec18c353488_4,http://opendata.dc.gov/datasets/94304542baea49869e046ec18c353488_4,04c-01
f60a6d54bf2e4e12a779fd0ba3a68e7e_26,http://opendata.dc.gov/datasets/f60a6d54bf2e4e12a779fd0ba3a68e7e_26,04c-01
7b882feb600b48c2bdcae23f6cac3020_3,http://opendata.dc.gov/datasets/7b882feb600b48c2bdcae23f6cac3020_3,04c-01
dd571b8f95ac4077b3d4b90efe8dd13d_22,http://opendata.dc.gov/datasets/dd571b8f95ac4077b3d4b90efe8dd13d_22,04c-01
0a28f35e238148189a9f98f7e1c6821c_0,http://opendata.dc.gov/datasets/0a28f35e238148189a9f98f7e1c6821c_0,04c-01
1f47a7ac8a1b46acab2ea686a06e7179_0,http://gis-baltimore.opendata.arcgis.com/datasets/1f47a7ac8a1b46acab2ea686a06e7179_0,04c-02
e7d2d2845a184b679eceb2f8cbf003ce_0,http://gis-baltimore.opendata.arcgis.com/datasets/e7d2d2845a184b679eceb2f8cbf003ce_0,04c-02
854179bc4e8844e9b444efce18a055a6_0,http://gis-baltimore.opendata.arcgis.com/datasets/854179bc4e8844e9b444efce18a055a6_0,04c-02
372cf0078d5e45a5a966628c183975cb_0,http://gis-baltimore.opendata.arcgis.com/datasets/372cf0078d5e45a5a966628c183975cb_0,04c-02
7ab57626efec42c292d9cc16a41ab06c_0,http://gis-baltimore.opendata.arcgis.com/datasets/7ab57626efec42c292d9cc16a41ab06c_0,04c-02
eb7ef584befb4ae395bb41e3dfcf5ab0_0,http://gis-baltimore.opendata.arcgis.com/datasets/eb7ef584befb4ae395bb41e3dfcf5ab0_0,04c-02
583030920e7f41089e01aff63bd305e6_0,http://gis-baltimore.opendata.arcgis.com/datasets/583030920e7f41089e01aff63bd305e6_0,04c-02
d7d3ae6978d943c2ae16e9779fe6b62e_0,http://gis-baltimore.opendata.arcgis.com/datasets/d7d3ae6978d943c2ae16e9779fe6b62e_0,04c-02
9af1e17e8ff8469fa9015abde4f33e75_0,http://gis-baltimore.opendata.arcgis.com/datasets/9af1e17e8ff8469fa9015abde4f33e75_0,04c-02
4e32cd77cb114fce881c06d7ca2eb41d_0,http://gis-baltimore.opendata.arcgis.com/datasets/4e32cd77cb114fce881c06d7ca2eb41d_0,04c-02
4e32cd77cb114fce881c06d7ca2eb41d_1,http://gis-baltimore.opendata.arcgis.com/datasets/4e32cd77cb114fce881c06d7ca2eb41d_1,04c-02
ca5f82e9082a4971a1ecc784339cc23b_0,http://gis-baltimore.opendata.arcgis.com/datasets/ca5f82e9082a4971a1ecc784339cc23b_0,04c-02
7fbe7275a45e4cccb89fcb9e71f51979_0,http://gis-baltimore.opendata.arcgis.com/datasets/7fbe7275a45e4cccb89fcb9e71f51979_0,04c-02
615165739a8546d8abc0a41d4ebdc0c5_0,http://gis-baltimore.opendata.arcgis.com/datasets/615165739a8546d8abc0a41d4ebdc0c5_0,04c-02
010801cc3a6a44e48b09e7dd030a18f3_0,http://gis-baltimore.opendata.arcgis.com/datasets/010801cc3a6a44e48b09e7dd030a18f3_0,04c-02
264fd610e00f46d19b77e98e092489f1_0,http://gis-baltimore.opendata.arcgis.com/datasets/264fd610e00f46d19b77e98e092489f1_0,04c-02
8537fe03b1c94ead977a096a1374df4d_31,http://data-popecounty.opendata.arcgis.com/datasets/8537fe03b1c94ead977a096a1374df4d_31,05b-27121
55e99f2631fe4c34b1c713cd73e76b0a_29,http://data-popecounty.opendata.arcgis.com/datasets/55e99f2631fe4c34b1c713cd73e76b0a_29,05b-27121
25ed836de0c94f8781299b9b16f6b196_26,http://data-popecounty.opendata.arcgis.com/datasets/25ed836de0c94f8781299b9b16f6b196_26,05b-27121
213b1d53a4084f04b4610780aa2741f3,http://opendata.gis.co.scott.mn.us/datasets/213b1d53a4084f04b4610780aa2741f3,05b-27137
38ddaa84dcda4eb0a3d3f51ed57c1298,http://opendata.gis.co.scott.mn.us/datasets/38ddaa84dcda4eb0a3d3f51ed57c1298,05b-27137
b52cd98bb02047ca8927eec8879726ef_5,http://gis-michigan.opendata.arcgis.com/datasets/b52cd98bb02047ca8927eec8879726ef_5,06a-01
f21d9d69303346ab827f74bfcfb14b28_0,http://data-southbend.opendata.arcgis.com/datasets/f21d9d69303346ab827f74bfcfb14b28_0,09c-01
e9c6991412da4681a8f17949ec30a37a_0,http://ogrip-geohio.opendata.arcgis.com/datasets/e9c6991412da4681a8f17949ec30a37a_0,11a-01
fce62bd1bf8643819d0ea5f2c342c517_0,http://ogrip-geohio.opendata.arcgis.com/datasets/fce62bd1bf8643819d0ea5f2c342c517_0,11a-01
3e1a50189afd4dbbb0a30980d2b58f02,http://ogrip-geohio.opendata.arcgis.com/datasets/3e1a50189afd4dbbb0a30980d2b58f02,11a-01
d922ffc5a3a84b58bb354c4bf56fb762_0,http://ogrip-geohio.opendata.arcgis.com/datasets/d922ffc5a3a84b58bb354c4bf56fb762_0,11a-01
3ad37cde7a1d4804990f8461f936e4b2_0,http://ogrip-geohio.opendata.arcgis.com/datasets/3ad37cde7a1d4804990f8461f936e4b2_0,11a-01
1ee6916addb544eabe96940d145dc759,http://data-lakecountyil.opendata.arcgis.com/datasets/1ee6916addb544eabe96940d145dc759,12b-17097
1984727c848249918dde80b3c86c52bc,http://data-lakecountyil.opendata.arcgis.com/datasets/1984727c848249918dde80b3c86c52bc,12b-17097
c1748b6cd9f34412a8c046f8f191989a,http://data-lakecountyil.opendata.arcgis.com/datasets/c1748b6cd9f34412a8c046f8f191989a,12b-17097
ac4f230f7f3043fbb862908e87268f7f,http://data-lakecountyil.opendata.arcgis.com/datasets/ac4f230f7f3043fbb862908e87268f7f,12b-17097
74543cba79ac48e491f7a8d997221df6,http://data-lakecountyil.opendata.arcgis.com/datasets/74543cba79ac48e491f7a8d997221df6,12b-17097
e89b40458a524b3b8268d206bf984f0f,http://data-lakecountyil.opendata.arcgis.com/datasets/e89b40458a524b3b8268d206bf984f0f,12b-17097
0077ee3713d44b89a486d99f4e937586,http://data-lakecountyil.opendata.arcgis.com/datasets/0077ee3713d44b89a486d99f4e937586,12b-17097
31864b0320f44480b95f13119a5f6bb4,http://data-lakecountyil.opendata.arcgis.com/datasets/31864b0320f44480b95f13119a5f6bb4,12b-17097
a45bb492571d425aa8a3b3fbb4f32082,http://data-lakecountyil.opendata.arcgis.com/datasets/a45bb492571d425aa8a3b3fbb4f32082,12b-17097
