portalName,total,new_items,deleted_items
04b-24013,25,1,1
04b-24031,57,0,0
05b-27163,60,0,1
05b-27167,10,0,0
11b-39151,77,19,10
11b-39153,36,0,0
05b-27143,8,0,0
11b-39009,19,0,0
05b-27123,39,0,0
05b-27027,11,0,0
05b-27121,26,4,1
09c-01,61,0,0
12b-17143,79,1,1
08b-42091,17,3,2
11b-39049,44,3,0
03b-19113,143,14,0
08b-42027,88,3,0
08c-02,234,3,0
02a-02,8,0,0
04b-24025,99,0,0
06f-01,44,2,1
08b-42043,28,0,0
04b-24005,138,2,2
12b-17043,98,1,0
04b-24009,10,0,0
04f-01,87,3,1
02b-17113,16,1,0
05b-27053,46,0,0
01c-02,491,11,1
11b-39093,186,0,0
06a-01,318,13,2
05b-27057,5,0,0
05b-27137,63,0,0
05b-27017,3,0,0
01b-18163,57,0,0
12b-17097,984,6,6
04c-02,31,0,0
05b-27011,3,0,0
04c-01,1000,142,142
06b-26125,207,4,0
11b-39035,37,0,8
05b-27119,12,0,0
05b-27019,58,0,0
08b-42003,62,0,0
02c-01,42,0,0
05c-01,135,5,1
03a-02,213,2,0
08b-42039,73,7,1
04a-01,955,25,13
08b-03,44,0,0
11a-01,999,34,34
