portalName,total,new_items,deleted_items
06a-01,422,3,8
05b-27163,61,0,0
05b-27167,18,0,0
01b-18163,64,0,0
11b-39153,36,0,0
08b-42133,56,0,0
04b-24031,67,0,0
02c-01,42,0,0
01c-02,1210,3,0
02b-17113,17,0,0
02a-02,8,0,0
04b-24013,30,0,0
08b-42003,65,0,0
11b-39009,26,0,0
05b-27011,15,1,0
04b-24009,10,0,0
05b-27017,0,0,0
05b-27019,94,0,0
08b-42027,88,1,1
04c-02,35,0,0
12b-17043,64,2,0
11b-39049,44,0,0
11a-01,1106,4,4
04b-24025,109,0,0
05b-27053,44,0,0
12b-17097,1484,2,0
03b-19113,142,7,8
05c-01,152,0,0
06b-26125,273,0,0
08c-02,248,0,0
05b-27119,12,0,0
05b-27121,31,31,0
05b-27137,8,0,0
99-1000,754,1,14
11b-39151,97,4,4
04b-24005,143,0,0
08b-42029,40,0,0
05b-27027,21,0,0
08b-42039,106,1,0
11b-39035,32,0,0
08b-42043,30,0,0
04f-01,85,0,0
05b-27057,0,0,0
11b-39093,221,7,0
04a-01,1400,18,6
08b-42091,39,6,4
04c-01,1341,73,3
12b-17143,102,0,0
05b-27123,39,0,0
05b-27139,65,0,0
06f-01,45,6,10
09c-01,84,5,7
07d-02,90,0,0
07b-26161,8,0,0
04b-24021,114,0,0
07c-01,148,6,1
03a-04,134,1,0
03c-02,179,12,0
12b-17031,210,0,0
03a-02,1097,45,43
13a-01,140,0,0
12d-03,34,0,0
