portalName,total,new_items,deleted_items
08b-42133,54,5,4
04b-24013,29,0,0
04b-24031,67,4,2
07d-02,86,0,0
05b-27163,61,1,0
08b-42091,32,0,0
11b-39151,95,6,6
11b-39153,36,0,0
11b-39009,26,1,1
05b-27123,39,0,0
05b-27027,21,0,0
05b-27121,40,0,0
09c-01,71,5,0
05b-27139,63,2,1
12b-17143,102,0,0
11b-39049,44,0,0
03b-19113,143,0,0
08b-42027,89,0,0
08c-02,248,5,1
04b-24021,110,110,0
05b-27167,11,0,0
02a-02,8,0,0
08b-42029,40,1,0
06f-01,46,0,1
08b-42043,30,0,0
04b-24005,144,3,0
12b-17043,55,1,0
04b-24009,10,0,0
04f-01,118,0,2
04b-24025,109,0,0
02b-17113,17,0,0
06a-02,288,288,0
01c-02,1205,151,0
11b-39093,202,0,0
06a-01,424,9,2
05b-27057,5,0,0
05b-27137,8,8,8
05b-27017,0,0,0
05b-27053,44,0,1
01b-18163,64,0,0
12b-17097,1475,0,0
04c-02,35,0,0
05b-27011,14,0,0
04c-01,1288,25,0
06b-26125,271,0,0
11b-39035,32,0,0
05b-27119,12,0,0
05b-27019,91,1,0
08b-42003,64,0,0
02c-01,42,0,0
05c-01,146,3,8
03a-02,1290,27,40
08b-42039,83,1,0
07b-26161,8,0,0
04a-01,1258,9,5
11a-01,1119,18,11
