identifier,landingPage,portalName
9cc75da1d2144072a1ca1d8776f70d14_23,http://data1-indygis.opendata.arcgis.com/datasets/9cc75da1d2144072a1ca1d8776f70d14_23,01c-02
5410cc341b144f52b59f7657902b3320_0,http://data.imap.maryland.gov/datasets/5410cc341b144f52b59f7657902b3320_0,04a-01
16d2511f56e54b51a2791618905a0626,http://data.imap.maryland.gov/datasets/16d2511f56e54b51a2791618905a0626,04a-01
523a4e3164994a6a91ec0720752193f8_5,http://data.imap.maryland.gov/datasets/523a4e3164994a6a91ec0720752193f8_5,04a-01
9caf3182e00c49d0a3e4cae8b31df886_1,http://data.imap.maryland.gov/datasets/9caf3182e00c49d0a3e4cae8b31df886_1,04a-01
d0dc4593dbdd413c8f1583325ce0a293,http://data.imap.maryland.gov/datasets/d0dc4593dbdd413c8f1583325ce0a293,04a-01
fafc10b62b2c4abea4711ed929ff3d12_2,http://data.imap.maryland.gov/datasets/fafc10b62b2c4abea4711ed929ff3d12_2,04a-01
6e09aec50f3249f8981df549e424bdcd,http://data.imap.maryland.gov/datasets/6e09aec50f3249f8981df549e424bdcd,04a-01
f3bd0147b4024acea815a8ec0d2bfc4d,http://data.imap.maryland.gov/datasets/f3bd0147b4024acea815a8ec0d2bfc4d,04a-01
9341b594f40c4e4281a0a873f7dbacdb_3,http://data.imap.maryland.gov/datasets/9341b594f40c4e4281a0a873f7dbacdb_3,04a-01
db73c7d66e3d4423856a8504d6666929_5,http://data.imap.maryland.gov/datasets/db73c7d66e3d4423856a8504d6666929_5,04a-01
5206bd0c974646cb81a2334789b14d01_30,http://data.imap.maryland.gov/datasets/5206bd0c974646cb81a2334789b14d01_30,04a-01
d79d06e8481f43209e789d8bf7978ce5_4,http://data.imap.maryland.gov/datasets/d79d06e8481f43209e789d8bf7978ce5_4,04a-01
b5716683f76b46b486e2eb0b06e3d7ae_6,http://data.imap.maryland.gov/datasets/b5716683f76b46b486e2eb0b06e3d7ae_6,04a-01
0e2ef17389dd469b8e2f441ba461a398_0,http://data-carrollco-md.opendata.arcgis.com/datasets/0e2ef17389dd469b8e2f441ba461a398_0,04b-24013
829f617627114ca1b6ee6c99acc7d11c_48,http://opendata.dc.gov/datasets/829f617627114ca1b6ee6c99acc7d11c_48,04c-01
efad2a2696164d2db65e6c16d426939e_95,http://opendata.dc.gov/datasets/efad2a2696164d2db65e6c16d426939e_95,04c-01
fc66309ca22e44aca3748efdeb0459af_14,http://opendata.dc.gov/datasets/fc66309ca22e44aca3748efdeb0459af_14,04c-01
e1b48ed01828470d9df38e30e9a3597e_103,http://opendata.dc.gov/datasets/e1b48ed01828470d9df38e30e9a3597e_103,04c-01
8f08535a1c144fdca6d8b8074cf92b35_34,http://opendata.dc.gov/datasets/8f08535a1c144fdca6d8b8074cf92b35_34,04c-01
fd12e009a68f4e0286b0564fe2679c3a_30,http://opendata.dc.gov/datasets/fd12e009a68f4e0286b0564fe2679c3a_30,04c-01
c2be7682fc8841e1b883c7ea567d9857_12,http://opendata.dc.gov/datasets/c2be7682fc8841e1b883c7ea567d9857_12,04c-01
e991cb36be214b578715ff8a8bd14826_1,http://opendata.dc.gov/datasets/e991cb36be214b578715ff8a8bd14826_1,04c-01
a1493cd82a704344af2babb9b9660664_4,http://opendata.dc.gov/datasets/a1493cd82a704344af2babb9b9660664_4,04c-01
03795a44b05f41a1ae9d46a59a9227d8_68,http://opendata.dc.gov/datasets/03795a44b05f41a1ae9d46a59a9227d8_68,04c-01
5b5e920c838d49808fb4b64d62750dae_16,http://opendata.dc.gov/datasets/5b5e920c838d49808fb4b64d62750dae_16,04c-01
530f3bc67701490d81b49e2d639fe303_41,http://opendata.dc.gov/datasets/530f3bc67701490d81b49e2d639fe303_41,04c-01
d40eb31ca5ce4978bd777a51e772ebe2_15,http://opendata.dc.gov/datasets/d40eb31ca5ce4978bd777a51e772ebe2_15,04c-01
0a19cd4d215e405a94d95cf5088ab4eb_3,http://opendata.dc.gov/datasets/0a19cd4d215e405a94d95cf5088ab4eb_3,04c-01
bd7b8d6c5aba4632ab3031e5c2a97fdd_2,http://opendata.dc.gov/datasets/bd7b8d6c5aba4632ab3031e5c2a97fdd_2,04c-01
a1f3fb5c358d4b99ae9c1033b55061ca_21,http://opendata.dc.gov/datasets/a1f3fb5c358d4b99ae9c1033b55061ca_21,04c-01
554e9b5b8f5d45b7a10a934f4ccfc08b_21,http://opendata.dc.gov/datasets/554e9b5b8f5d45b7a10a934f4ccfc08b_21,04c-01
7184185f6fc642fdb28fade69cd3efed_3,http://opendata.dc.gov/datasets/7184185f6fc642fdb28fade69cd3efed_3,04c-01
64f98506becc4414a88ed61eae15b4e2_22,http://opendata.dc.gov/datasets/64f98506becc4414a88ed61eae15b4e2_22,04c-01
11522ff03fd24570bd6d705023ed18bc_49,http://opendata.dc.gov/datasets/11522ff03fd24570bd6d705023ed18bc_49,04c-01
1a983bf572604bf1acc9c17d87aaa362_12,http://opendata.dc.gov/datasets/1a983bf572604bf1acc9c17d87aaa362_12,04c-01
e85b5321a5a84ff9af56fd614dab81b3_53,http://opendata.dc.gov/datasets/e85b5321a5a84ff9af56fd614dab81b3_53,04c-01
8d5156f3cf354393a17172a5c93bd7c7_1,http://opendata.dc.gov/datasets/8d5156f3cf354393a17172a5c93bd7c7_1,04c-01
f63375d046634e9e8bbf2b5a0b03002b_19,http://opendata.dc.gov/datasets/f63375d046634e9e8bbf2b5a0b03002b_19,04c-01
f6b04ef9e41d4550887bb5ecaa3e1eee_26,http://opendata.dc.gov/datasets/f6b04ef9e41d4550887bb5ecaa3e1eee_26,04c-01
9c47d232eee647939acc5cbdb5f28a68_23,http://opendata.dc.gov/datasets/9c47d232eee647939acc5cbdb5f28a68_23,04c-01
34ea35413dc5427f82d1cc3bfca18bd7_18,http://opendata.dc.gov/datasets/34ea35413dc5427f82d1cc3bfca18bd7_18,04c-01
114f6ca03cf7464d806bb009e7002023_10,http://opendata.dc.gov/datasets/114f6ca03cf7464d806bb009e7002023_10,04c-01
0d7262c9feee41d8802eaf43253f6557_24,http://opendata.dc.gov/datasets/0d7262c9feee41d8802eaf43253f6557_24,04c-01
6bf443413ad349339b20213cc1ea4b38_9,http://opendata.dc.gov/datasets/6bf443413ad349339b20213cc1ea4b38_9,04c-01
24f7a0db8fb844d4a288991cb493bbd9_28,http://opendata.dc.gov/datasets/24f7a0db8fb844d4a288991cb493bbd9_28,04c-01
8c3879b00d7c44a6937f6e2956ec9101_19,http://opendata.dc.gov/datasets/8c3879b00d7c44a6937f6e2956ec9101_19,04c-01
3b7f15eb25884aafb236dbbde795f72b_27,http://opendata.dc.gov/datasets/3b7f15eb25884aafb236dbbde795f72b_27,04c-01
2e53d2d269b042e79c84a51e214733fe_17,http://opendata.dc.gov/datasets/2e53d2d269b042e79c84a51e214733fe_17,04c-01
50e8d059e58048fe8a72ce5d8c5e97e5,http://opendata.dc.gov/datasets/50e8d059e58048fe8a72ce5d8c5e97e5,04c-01
f22c407ea33f4971b218f64a356532ae_67,http://opendata.dc.gov/datasets/f22c407ea33f4971b218f64a356532ae_67,04c-01
5543ccd321504cb484a7b618ea42999d_26,http://opendata.dc.gov/datasets/5543ccd321504cb484a7b618ea42999d_26,04c-01
38ba41dd74354563bce28a359b59324e_0,http://opendata.dc.gov/datasets/38ba41dd74354563bce28a359b59324e_0,04c-01
d7515caf452144209324b4f91913321e_1,http://opendata.dc.gov/datasets/d7515caf452144209324b4f91913321e_1,04c-01
a3db68903a65496998ca388cb82ba926_46,http://opendata.dc.gov/datasets/a3db68903a65496998ca388cb82ba926_46,04c-01
2867206451704e84b5480af8e3c314be_8,http://opendata.dc.gov/datasets/2867206451704e84b5480af8e3c314be_8,04c-01
bb23f4569d0d44bbb0ec3788cc7f57cb_60,http://opendata.dc.gov/datasets/bb23f4569d0d44bbb0ec3788cc7f57cb_60,04c-01
3fc30434699e4238a8586d4447ff3622_31,http://opendata.dc.gov/datasets/3fc30434699e4238a8586d4447ff3622_31,04c-01
63e61e1aa00244388d88212c3e45eca7_32,http://opendata.dc.gov/datasets/63e61e1aa00244388d88212c3e45eca7_32,04c-01
9c08e5e0c7194b3da30f73251f97d79b_43,http://opendata.dc.gov/datasets/9c08e5e0c7194b3da30f73251f97d79b_43,04c-01
9845b91ff8e0474484a2bc6c26280efc_16,http://opendata.dc.gov/datasets/9845b91ff8e0474484a2bc6c26280efc_16,04c-01
3f28bc3ad77f49079efee0ac05d8464c_0,http://opendata.dc.gov/datasets/3f28bc3ad77f49079efee0ac05d8464c_0,04c-01
79cbb40ab593414e860beab78adb9952_25,http://opendata.dc.gov/datasets/79cbb40ab593414e860beab78adb9952_25,04c-01
b3007510b922494da04900f20e093f5c_108,http://opendata.dc.gov/datasets/b3007510b922494da04900f20e093f5c_108,04c-01
c315d63a21b14552b2f6df64e6e57c6a_5,http://opendata.dc.gov/datasets/c315d63a21b14552b2f6df64e6e57c6a_5,04c-01
5c102edbf98742219f64741b444957d2_42,http://opendata.dc.gov/datasets/5c102edbf98742219f64741b444957d2_42,04c-01
0b6302417ddf4c448286f0e01feb9872_102,http://opendata.dc.gov/datasets/0b6302417ddf4c448286f0e01feb9872_102,04c-01
aa91227baed140c98cfcf91a8c96263a_47,http://opendata.dc.gov/datasets/aa91227baed140c98cfcf91a8c96263a_47,04c-01
0e6f94a4d3e94f43927473ba04c020e7_15,http://opendata.dc.gov/datasets/0e6f94a4d3e94f43927473ba04c020e7_15,04c-01
fe1117d71926432c8e1188939407ce96_54,http://opendata.dc.gov/datasets/fe1117d71926432c8e1188939407ce96_54,04c-01
d4aa06a4a82f4a899ebe16af1347f37e_40,http://opendata.dc.gov/datasets/d4aa06a4a82f4a899ebe16af1347f37e_40,04c-01
a8813c4d05fe4edfa931517eeeebcd31_19,http://opendata.dc.gov/datasets/a8813c4d05fe4edfa931517eeeebcd31_19,04c-01
