portalName,total,new_items,deleted_items
03a-03,235,1,1
04b-24003,163,2,1
01b-18163,56,0,0
01c-02,870,3,0
02b-17113,20,0,0
03a-02,1031,0,0
03a-04,227,1,1
03b-19113,140,10,1
04a-01,1489,14,1
04b-24005,204,0,0
04b-24013,34,0,0
04b-24021,110,0,0
04b-24025,91,0,0
04c-01,1653,123,1
04c-02,670,5,1
04f-01,164,102,0
05b-27011,15,0,0
05b-27019,81,0,0
05b-27027,19,0,0
05b-27053,28,0,0
05b-27119,70,0,0
05b-27121,28,0,0
05b-27123,30,0,0
05b-27137,8,0,0
05b-27167,48,0,0
05c-01,201,11,0
06a-01,430,5,1
06b-26125,323,0,0
06f-01,41,2,0
07b-26161,12,0,0
07c-01,159,0,0
07d-02,67,0,0
08b-42003,65,0,0
08b-42027,86,0,0
08b-42029,52,0,0
08b-42039,313,137,0
08b-42043,32,0,0
08b-42091,86,7,1
08b-42133,48,0,0
08c-02,342,1,0
09c-01,110,4,0
10b-55003,9,0,0
10b-55021,84,3,0
10b-55025,56,1,0
10b-55025-01,48,0,1
10b-55035-01,38,27,1
10b-55079,60,6,1
10b-55087,114,0,1
10b-55059,41,3,0
10b-55093,5,0,0
10b-55101,106,0,0
10b-55109,6,0,0
10b-55111,80,1,0
10b-55125-01,33,0,0
10b-55133,47,0,1
10b-55135,60,0,0
10b-55137,12,0,0
10b-55141,17,0,0
10c-03,165,1,0
10c-04,24,0,0
11a-01,1001,47,1
11b-39009,6,0,0
11b-39035,32,32,0
11b-39049,41,1,0
11b-39093,222,0,0
11b-39151,114,7,1
11b-39153,6,1,1
12b-17031,246,21,0
12b-17043,85,1,1
12b-17097,1595,125,0
12b-17143,128,5,0
12d-03,34,0,0
13a-01,192,1,0
99-1000,586,1,1
99-1100,391,25,0
