identifier,landingPage,portalName
e4f0deac4c114b7b9cf2ce945c7134e6_2,http://gis-michigan.opendata.arcgis.com/datasets/e4f0deac4c114b7b9cf2ce945c7134e6_2,06a-01
e4f0deac4c114b7b9cf2ce945c7134e6_0,http://gis-michigan.opendata.arcgis.com/datasets/e4f0deac4c114b7b9cf2ce945c7134e6_0,06a-01
e4f0deac4c114b7b9cf2ce945c7134e6_1,http://gis-michigan.opendata.arcgis.com/datasets/e4f0deac4c114b7b9cf2ce945c7134e6_1,06a-01
e4f0deac4c114b7b9cf2ce945c7134e6,http://gis-michigan.opendata.arcgis.com/datasets/e4f0deac4c114b7b9cf2ce945c7134e6,06a-01
d79b9ac0521c41019f2b0a5f55eb6497_38,http://public-iowadot.opendata.arcgis.com/datasets/d79b9ac0521c41019f2b0a5f55eb6497_38,03a-02
d79b9ac0521c41019f2b0a5f55eb6497_39,http://public-iowadot.opendata.arcgis.com/datasets/d79b9ac0521c41019f2b0a5f55eb6497_39,03a-02
085cb14977434e2bb2ff65c77f6f995e_0,http://public-iowadot.opendata.arcgis.com/datasets/085cb14977434e2bb2ff65c77f6f995e_0,03a-02
d79b9ac0521c41019f2b0a5f55eb6497_35,http://public-iowadot.opendata.arcgis.com/datasets/d79b9ac0521c41019f2b0a5f55eb6497_35,03a-02
d79b9ac0521c41019f2b0a5f55eb6497_36,http://public-iowadot.opendata.arcgis.com/datasets/d79b9ac0521c41019f2b0a5f55eb6497_36,03a-02
d79b9ac0521c41019f2b0a5f55eb6497_37,http://public-iowadot.opendata.arcgis.com/datasets/d79b9ac0521c41019f2b0a5f55eb6497_37,03a-02
d79b9ac0521c41019f2b0a5f55eb6497_30,http://public-iowadot.opendata.arcgis.com/datasets/d79b9ac0521c41019f2b0a5f55eb6497_30,03a-02
d79b9ac0521c41019f2b0a5f55eb6497_31,http://public-iowadot.opendata.arcgis.com/datasets/d79b9ac0521c41019f2b0a5f55eb6497_31,03a-02
d79b9ac0521c41019f2b0a5f55eb6497_32,http://public-iowadot.opendata.arcgis.com/datasets/d79b9ac0521c41019f2b0a5f55eb6497_32,03a-02
d79b9ac0521c41019f2b0a5f55eb6497_33,http://public-iowadot.opendata.arcgis.com/datasets/d79b9ac0521c41019f2b0a5f55eb6497_33,03a-02
d79b9ac0521c41019f2b0a5f55eb6497_8,http://public-iowadot.opendata.arcgis.com/datasets/d79b9ac0521c41019f2b0a5f55eb6497_8,03a-02
d79b9ac0521c41019f2b0a5f55eb6497_9,http://public-iowadot.opendata.arcgis.com/datasets/d79b9ac0521c41019f2b0a5f55eb6497_9,03a-02
64b7b23699a04043abdf3b648d742842_1,http://public-iowadot.opendata.arcgis.com/datasets/64b7b23699a04043abdf3b648d742842_1,03a-02
64b7b23699a04043abdf3b648d742842_0,http://public-iowadot.opendata.arcgis.com/datasets/64b7b23699a04043abdf3b648d742842_0,03a-02
64b7b23699a04043abdf3b648d742842_3,http://public-iowadot.opendata.arcgis.com/datasets/64b7b23699a04043abdf3b648d742842_3,03a-02
64b7b23699a04043abdf3b648d742842_2,http://public-iowadot.opendata.arcgis.com/datasets/64b7b23699a04043abdf3b648d742842_2,03a-02
d79b9ac0521c41019f2b0a5f55eb6497_1,http://public-iowadot.opendata.arcgis.com/datasets/d79b9ac0521c41019f2b0a5f55eb6497_1,03a-02
d79b9ac0521c41019f2b0a5f55eb6497_2,http://public-iowadot.opendata.arcgis.com/datasets/d79b9ac0521c41019f2b0a5f55eb6497_2,03a-02
d79b9ac0521c41019f2b0a5f55eb6497_3,http://public-iowadot.opendata.arcgis.com/datasets/d79b9ac0521c41019f2b0a5f55eb6497_3,03a-02
d79b9ac0521c41019f2b0a5f55eb6497_4,http://public-iowadot.opendata.arcgis.com/datasets/d79b9ac0521c41019f2b0a5f55eb6497_4,03a-02
