Title,Alternative Title,Description,Language,Creator,Publisher,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record,File Size
,State,"This layer shows health insurance coverage sex and race by age group.This is shown by tract, county, and state centroids.This service is updated annually to contain the most currently released American Community Survey (ACS) 5-year data, and contains estimates and margins of error. There are also additional calculated attributes related to this topic, which can be mapped or used within analysis. Sums may add to more than the total, as people can be in multiple race groups (for example, Hispanic and Black)This layer is symbolized to show the count and percent of population with no health insurance coverage. To see the full list of attributes available in this service, go to the ""Data"" tab, and choose ""Fields"" at the top right.Current Vintage: 2015-2019ACS Table(s): B27010, C27001B, C27001C, C27001D, C27001E, C27001F, C27001G, C27001H, C27001I (Not all lines of these tables are available in this layer.)Data downloaded from:Census Bureau's API for American Community SurveyDate of API call: December 11, 2020National Figures:data.census.govThe United States Census Bureau's American Community Survey (ACS):About the SurveyGeography & ACSTechnical DocumentationNews & UpdatesThis ready-to-use layer can be used within ArcGIS Pro, ArcGIS Online, its configurable apps, dashboards, Story Maps, custom apps, and mobile apps. Data can also be exported for offline workflows. Please cite the Census and ACS when using this data.Data Note from the Census:Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, seeAccuracy of the Data). The effect of nonsampling error is not represented in these tables.Data Processing Notes:This layer is updated automatically when the most current vintage of ACS data is released each year, usually in December. The layer always contains the latest available ACS 5-year estimates. It is updated annually within days of the Census Bureau's release schedule.Click hereto learn more about ACS data releases.Boundaries come from theUS Census TIGER geodatabases. Boundaries are updated at the same time as the data updates (annually), and the boundary vintage appropriately matches the data vintageas specified by the Census. These are Census boundaries with water and/or coastlines clipped for cartographic purposes. For census tracts, the water cutouts are derived from a subset of the 2010 AWATER (Area Water) boundaries offered by TIGER. For state and county boundaries, the water and coastlines are derived from the coastlines of the 500kTIGER Cartographic Boundary Shapefiles. The original AWATER and ALAND fields are still available as attributes within the data table (units are square meters).The States layer contains 52 records - all US states, Washington D.C., and Puerto RicoCensus tracts with no population that occur in areas of water, such as oceans, are removed from this data service (Census Tracts beginning with 99).Percentages and derived counts, and associated margins of error, are calculated values (that can be identified by the ""_calc_"" stub in the field name), and abide by the specificationsdefined by the American Community Survey.Field alias names were created based on the Table Shells file available from theAmerican Community Survey Summary File Documentation page.Negative values (e.g., -4444...) have been set to null, with the exception of -5555... which has been set to zero.These negative values exist in the raw API data to indicate the following situations:The margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.The median falls in the lowest interval of an open-ended distribution, or in the upper interval of an open-ended distribution. A statistical test is not appropriate.The estimate is controlled. A statistical test for sampling variability is not appropriate.The data for this geographic area cannot be displayed because the number of sample cases is too small.",eng,Esri,Esri,Datasets,,AmericanCommunitySurvey|ACS|Census|CensusBureau|demographics|people|states|counties|tracts|currentyear|healthinsurance|uninsured|age|race|sex|demographics|AmericanCommunitySurvey|policy|atrisk,2020-11-17T03:44:48.000Z,,,United States,"-155.5212,18.2251,-66.4786,65.2098",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/datasets/96c295e95f48497f9b76bae1b577c17d_0,https://gisdata-dupage.opendata.arcgis.com/datasets/24f9d9881a204890bff3ccbfd72ddd3e_0.zip,,,,96c295e95f48497f9b76bae1b577c17d_0,https://hub.arcgis.com/datasets/96c295e95f48497f9b76bae1b577c17d_0,,99-1100,99-1100,Active,ArcGIS Hub,2021-07-16,,Public,False,False,0.2702 MB
,Tract,"This layer contains 2010-2014 American Community Survey (ACS) 5-year data, and contains estimates and margins of error.The layer shows health insurance coverage sex and race by age group.This is shown by tract, county, and state boundaries. There are also additional calculated attributes related to this topic, which can be mapped or used within analysis. Sums may add to more than the total, as people can be in multiple race groups (for example, Hispanic and Black). Later vintages of this layer have a different age group for children that includes age 18.This layer is symbolized to show the percent of population with no health insurance coverage.To see the full list of attributes available in this service, go to the ""Data"" tab, and choose ""Fields"" at the top right.Vintage: 2010-2014ACS Table(s): B27010, C27001B, C27001C, C27001D, C27001E, C27001F, C27001G, C27001H, C27001I (Not all lines of these tables are available in this layer.)Data downloaded from:Census Bureau's API for American Community SurveyDate of API call: November 28, 2020National Figures:data.census.govThe United States Census Bureau's American Community Survey (ACS):About the SurveyGeography & ACSTechnical DocumentationNews & UpdatesThis ready-to-use layer can be used within ArcGIS Pro, ArcGIS Online, its configurable apps, dashboards, Story Maps, custom apps, and mobile apps. Data can also be exported for offline workflows. Please cite the Census and ACS when using this data.Data Note from the Census:Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, seeAccuracy of the Data). The effect of nonsampling error is not represented in these tables.Data Processing Notes:This layer has associated layers containing the most recent ACS data available by the U.S. Census Bureau.Click hereto learn more about ACS data releases and clickherefor the associated boundaries layer. The reason this data is 5+ years different from the most recent vintage is due to the overlapping of survey years.It is recommended by the U.S. Census Bureau to compare non-overlapping datasets.Boundaries come from theUS Census TIGER geodatabases. Boundary vintage (2014) appropriately matches the data vintageas specified by the Census. These are Census boundaries with water and/or coastlines clipped for cartographic purposes. For census tracts, the water cutouts are derived from a subset of the 2010 AWATER (Area Water) boundaries offered by TIGER. For state and county boundaries, the water and coastlines are derived from the coastlines of the 500kTIGER Cartographic Boundary Shapefiles. The original AWATER and ALAND fields are still available as attributes within the data table (units are square meters).The States layer contains 52 records - all US states, Washington D.C., and Puerto RicoCensus tracts with no population that occur in areas of water, such as oceans, are removed from this data service (Census Tracts beginning with 99).Percentages and derived counts, and associated margins of error, are calculated values (that can be identified by the ""_calc_"" stub in the field name), and abide by the specificationsdefined by the American Community Survey.Field alias names were created based on the Table Shellsfile available from theAmerican Community Survey Summary File Documentation page.Negative values (e.g., -4444...) have been set to null, with the exception of -5555... which has been set to zero. These negative values exist in the raw API data to indicate the following situations:The margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.The median falls in the lowest interval of an open-ended distribution, or in the upper interval of an open-ended distribution. A statistical test is not appropriate.The estimate is controlled. A statistical test for sampling variability is not appropriate.The data for this geographic area cannot be displayed because the number of sample cases is too small.",eng,Esri,Esri,Datasets,,AmericanCommunitySurvey|ACS|Census|CensusBureau|demographics|people|states|counties|tracts|2010-2014|healthinsurance|uninsured|age|race|sex|demographics|AmericanCommunitySurvey|policy|atrisk,2020-12-01T05:09:00.000Z,,,United States,"-179.1473,17.8812,179.7785,71.3904",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/datasets/1de77825c6af4da1aab7b51ed8cb9b64_2,https://gisdata-dupage.opendata.arcgis.com/datasets/24f9d9881a204890bff3ccbfd72ddd3e_0.zip,,,,1de77825c6af4da1aab7b51ed8cb9b64_2,https://hub.arcgis.com/datasets/1de77825c6af4da1aab7b51ed8cb9b64_2,,99-1100,99-1100,Active,ArcGIS Hub,2021-07-16,,Public,False,False,0.2702 MB
,County,"This layer shows health insurance coverage sex and race by age group.This is shown by tract, county, and state centroids.This service is updated annually to contain the most currently released American Community Survey (ACS) 5-year data, and contains estimates and margins of error. There are also additional calculated attributes related to this topic, which can be mapped or used within analysis. Sums may add to more than the total, as people can be in multiple race groups (for example, Hispanic and Black)This layer is symbolized to show the count and percent of population with no health insurance coverage. To see the full list of attributes available in this service, go to the ""Data"" tab, and choose ""Fields"" at the top right.Current Vintage: 2015-2019ACS Table(s): B27010, C27001B, C27001C, C27001D, C27001E, C27001F, C27001G, C27001H, C27001I (Not all lines of these tables are available in this layer.)Data downloaded from:Census Bureau's API for American Community SurveyDate of API call: December 11, 2020National Figures:data.census.govThe United States Census Bureau's American Community Survey (ACS):About the SurveyGeography & ACSTechnical DocumentationNews & UpdatesThis ready-to-use layer can be used within ArcGIS Pro, ArcGIS Online, its configurable apps, dashboards, Story Maps, custom apps, and mobile apps. Data can also be exported for offline workflows. Please cite the Census and ACS when using this data.Data Note from the Census:Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, seeAccuracy of the Data). The effect of nonsampling error is not represented in these tables.Data Processing Notes:This layer is updated automatically when the most current vintage of ACS data is released each year, usually in December. The layer always contains the latest available ACS 5-year estimates. It is updated annually within days of the Census Bureau's release schedule.Click hereto learn more about ACS data releases.Boundaries come from theUS Census TIGER geodatabases. Boundaries are updated at the same time as the data updates (annually), and the boundary vintage appropriately matches the data vintageas specified by the Census. These are Census boundaries with water and/or coastlines clipped for cartographic purposes. For census tracts, the water cutouts are derived from a subset of the 2010 AWATER (Area Water) boundaries offered by TIGER. For state and county boundaries, the water and coastlines are derived from the coastlines of the 500kTIGER Cartographic Boundary Shapefiles. The original AWATER and ALAND fields are still available as attributes within the data table (units are square meters).The States layer contains 52 records - all US states, Washington D.C., and Puerto RicoCensus tracts with no population that occur in areas of water, such as oceans, are removed from this data service (Census Tracts beginning with 99).Percentages and derived counts, and associated margins of error, are calculated values (that can be identified by the ""_calc_"" stub in the field name), and abide by the specificationsdefined by the American Community Survey.Field alias names were created based on the Table Shells file available from theAmerican Community Survey Summary File Documentation page.Negative values (e.g., -4444...) have been set to null, with the exception of -5555... which has been set to zero.These negative values exist in the raw API data to indicate the following situations:The margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.The median falls in the lowest interval of an open-ended distribution, or in the upper interval of an open-ended distribution. A statistical test is not appropriate.The estimate is controlled. A statistical test for sampling variability is not appropriate.The data for this geographic area cannot be displayed because the number of sample cases is too small.",eng,Esri,Esri,Datasets,,AmericanCommunitySurvey|ACS|Census|CensusBureau|demographics|people|states|counties|tracts|currentyear|healthinsurance|uninsured|age|race|sex|demographics|AmericanCommunitySurvey|policy|atrisk,2020-11-17T03:44:48.000Z,,,United States,"-166.9733,17.9872,-65.2688,69.3491",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/datasets/96c295e95f48497f9b76bae1b577c17d_1,https://gisdata-dupage.opendata.arcgis.com/datasets/24f9d9881a204890bff3ccbfd72ddd3e_0.zip,,,,96c295e95f48497f9b76bae1b577c17d_1,https://hub.arcgis.com/datasets/96c295e95f48497f9b76bae1b577c17d_1,,99-1100,99-1100,Active,ArcGIS Hub,2021-07-16,,Public,False,False,0.2702 MB
,Tract,"This layer shows health insurance coverage sex and race by age group.This is shown by tract, county, and state centroids.This service is updated annually to contain the most currently released American Community Survey (ACS) 5-year data, and contains estimates and margins of error. There are also additional calculated attributes related to this topic, which can be mapped or used within analysis. Sums may add to more than the total, as people can be in multiple race groups (for example, Hispanic and Black)This layer is symbolized to show the count and percent of population with no health insurance coverage. To see the full list of attributes available in this service, go to the ""Data"" tab, and choose ""Fields"" at the top right.Current Vintage: 2015-2019ACS Table(s): B27010, C27001B, C27001C, C27001D, C27001E, C27001F, C27001G, C27001H, C27001I (Not all lines of these tables are available in this layer.)Data downloaded from:Census Bureau's API for American Community SurveyDate of API call: December 11, 2020National Figures:data.census.govThe United States Census Bureau's American Community Survey (ACS):About the SurveyGeography & ACSTechnical DocumentationNews & UpdatesThis ready-to-use layer can be used within ArcGIS Pro, ArcGIS Online, its configurable apps, dashboards, Story Maps, custom apps, and mobile apps. Data can also be exported for offline workflows. Please cite the Census and ACS when using this data.Data Note from the Census:Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, seeAccuracy of the Data). The effect of nonsampling error is not represented in these tables.Data Processing Notes:This layer is updated automatically when the most current vintage of ACS data is released each year, usually in December. The layer always contains the latest available ACS 5-year estimates. It is updated annually within days of the Census Bureau's release schedule.Click hereto learn more about ACS data releases.Boundaries come from theUS Census TIGER geodatabases. Boundaries are updated at the same time as the data updates (annually), and the boundary vintage appropriately matches the data vintageas specified by the Census. These are Census boundaries with water and/or coastlines clipped for cartographic purposes. For census tracts, the water cutouts are derived from a subset of the 2010 AWATER (Area Water) boundaries offered by TIGER. For state and county boundaries, the water and coastlines are derived from the coastlines of the 500kTIGER Cartographic Boundary Shapefiles. The original AWATER and ALAND fields are still available as attributes within the data table (units are square meters).The States layer contains 52 records - all US states, Washington D.C., and Puerto RicoCensus tracts with no population that occur in areas of water, such as oceans, are removed from this data service (Census Tracts beginning with 99).Percentages and derived counts, and associated margins of error, are calculated values (that can be identified by the ""_calc_"" stub in the field name), and abide by the specificationsdefined by the American Community Survey.Field alias names were created based on the Table Shells file available from theAmerican Community Survey Summary File Documentation page.Negative values (e.g., -4444...) have been set to null, with the exception of -5555... which has been set to zero.These negative values exist in the raw API data to indicate the following situations:The margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.The median falls in the lowest interval of an open-ended distribution, or in the upper interval of an open-ended distribution. A statistical test is not appropriate.The estimate is controlled. A statistical test for sampling variability is not appropriate.The data for this geographic area cannot be displayed because the number of sample cases is too small.",eng,Esri,Esri,Datasets,,AmericanCommunitySurvey|ACS|Census|CensusBureau|demographics|people|states|counties|tracts|currentyear|healthinsurance|uninsured|age|race|sex|demographics|AmericanCommunitySurvey|policy|atrisk,2020-11-17T03:44:48.000Z,,,United States,"-173.9886,17.9496,-65.2945,71.2289",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/datasets/96c295e95f48497f9b76bae1b577c17d_2,https://gisdata-dupage.opendata.arcgis.com/datasets/24f9d9881a204890bff3ccbfd72ddd3e_0.zip,,,,96c295e95f48497f9b76bae1b577c17d_2,https://hub.arcgis.com/datasets/96c295e95f48497f9b76bae1b577c17d_2,,99-1100,99-1100,Active,ArcGIS Hub,2021-07-16,,Public,False,False,0.2702 MB
,State,"This layer contains 2010-2014 American Community Survey (ACS) 5-year data, and contains estimates and margins of error.The layer shows health insurance coverage sex and race by age group.This is shown by tract, county, and state boundaries. There are also additional calculated attributes related to this topic, which can be mapped or used within analysis. Sums may add to more than the total, as people can be in multiple race groups (for example, Hispanic and Black). Later vintages of this layer have a different age group for children that includes age 18.This layer is symbolized to show the percent of population with no health insurance coverage.To see the full list of attributes available in this service, go to the ""Data"" tab, and choose ""Fields"" at the top right.Vintage: 2010-2014ACS Table(s): B27010, C27001B, C27001C, C27001D, C27001E, C27001F, C27001G, C27001H, C27001I (Not all lines of these tables are available in this layer.)Data downloaded from:Census Bureau's API for American Community SurveyDate of API call: November 28, 2020National Figures:data.census.govThe United States Census Bureau's American Community Survey (ACS):About the SurveyGeography & ACSTechnical DocumentationNews & UpdatesThis ready-to-use layer can be used within ArcGIS Pro, ArcGIS Online, its configurable apps, dashboards, Story Maps, custom apps, and mobile apps. Data can also be exported for offline workflows. Please cite the Census and ACS when using this data.Data Note from the Census:Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, seeAccuracy of the Data). The effect of nonsampling error is not represented in these tables.Data Processing Notes:This layer has associated layers containing the most recent ACS data available by the U.S. Census Bureau.Click hereto learn more about ACS data releases and clickherefor the associated boundaries layer. The reason this data is 5+ years different from the most recent vintage is due to the overlapping of survey years.It is recommended by the U.S. Census Bureau to compare non-overlapping datasets.Boundaries come from theUS Census TIGER geodatabases. Boundary vintage (2014) appropriately matches the data vintageas specified by the Census. These are Census boundaries with water and/or coastlines clipped for cartographic purposes. For census tracts, the water cutouts are derived from a subset of the 2010 AWATER (Area Water) boundaries offered by TIGER. For state and county boundaries, the water and coastlines are derived from the coastlines of the 500kTIGER Cartographic Boundary Shapefiles. The original AWATER and ALAND fields are still available as attributes within the data table (units are square meters).The States layer contains 52 records - all US states, Washington D.C., and Puerto RicoCensus tracts with no population that occur in areas of water, such as oceans, are removed from this data service (Census Tracts beginning with 99).Percentages and derived counts, and associated margins of error, are calculated values (that can be identified by the ""_calc_"" stub in the field name), and abide by the specificationsdefined by the American Community Survey.Field alias names were created based on the Table Shellsfile available from theAmerican Community Survey Summary File Documentation page.Negative values (e.g., -4444...) have been set to null, with the exception of -5555... which has been set to zero. These negative values exist in the raw API data to indicate the following situations:The margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.The median falls in the lowest interval of an open-ended distribution, or in the upper interval of an open-ended distribution. A statistical test is not appropriate.The estimate is controlled. A statistical test for sampling variability is not appropriate.The data for this geographic area cannot be displayed because the number of sample cases is too small.",eng,Esri,Esri,Datasets,,AmericanCommunitySurvey|ACS|Census|CensusBureau|demographics|people|states|counties|tracts|2010-2014|healthinsurance|uninsured|age|race|sex|demographics|AmericanCommunitySurvey|policy|atrisk,2020-12-01T05:09:00.000Z,,,United States,"-179.1474,17.8848,179.7785,71.3526",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/datasets/1de77825c6af4da1aab7b51ed8cb9b64_0,https://gisdata-dupage.opendata.arcgis.com/datasets/24f9d9881a204890bff3ccbfd72ddd3e_0.zip,,,,1de77825c6af4da1aab7b51ed8cb9b64_0,https://hub.arcgis.com/datasets/1de77825c6af4da1aab7b51ed8cb9b64_0,,99-1100,99-1100,Active,ArcGIS Hub,2021-07-16,,Public,False,False,0.2702 MB
,County,"This layer contains 2010-2014 American Community Survey (ACS) 5-year data, and contains estimates and margins of error.The layer shows health insurance coverage sex and race by age group.This is shown by tract, county, and state boundaries. There are also additional calculated attributes related to this topic, which can be mapped or used within analysis. Sums may add to more than the total, as people can be in multiple race groups (for example, Hispanic and Black). Later vintages of this layer have a different age group for children that includes age 18.This layer is symbolized to show the percent of population with no health insurance coverage.To see the full list of attributes available in this service, go to the ""Data"" tab, and choose ""Fields"" at the top right.Vintage: 2010-2014ACS Table(s): B27010, C27001B, C27001C, C27001D, C27001E, C27001F, C27001G, C27001H, C27001I (Not all lines of these tables are available in this layer.)Data downloaded from:Census Bureau's API for American Community SurveyDate of API call: November 28, 2020National Figures:data.census.govThe United States Census Bureau's American Community Survey (ACS):About the SurveyGeography & ACSTechnical DocumentationNews & UpdatesThis ready-to-use layer can be used within ArcGIS Pro, ArcGIS Online, its configurable apps, dashboards, Story Maps, custom apps, and mobile apps. Data can also be exported for offline workflows. Please cite the Census and ACS when using this data.Data Note from the Census:Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, seeAccuracy of the Data). The effect of nonsampling error is not represented in these tables.Data Processing Notes:This layer has associated layers containing the most recent ACS data available by the U.S. Census Bureau.Click hereto learn more about ACS data releases and clickherefor the associated boundaries layer. The reason this data is 5+ years different from the most recent vintage is due to the overlapping of survey years.It is recommended by the U.S. Census Bureau to compare non-overlapping datasets.Boundaries come from theUS Census TIGER geodatabases. Boundary vintage (2014) appropriately matches the data vintageas specified by the Census. These are Census boundaries with water and/or coastlines clipped for cartographic purposes. For census tracts, the water cutouts are derived from a subset of the 2010 AWATER (Area Water) boundaries offered by TIGER. For state and county boundaries, the water and coastlines are derived from the coastlines of the 500kTIGER Cartographic Boundary Shapefiles. The original AWATER and ALAND fields are still available as attributes within the data table (units are square meters).The States layer contains 52 records - all US states, Washington D.C., and Puerto RicoCensus tracts with no population that occur in areas of water, such as oceans, are removed from this data service (Census Tracts beginning with 99).Percentages and derived counts, and associated margins of error, are calculated values (that can be identified by the ""_calc_"" stub in the field name), and abide by the specificationsdefined by the American Community Survey.Field alias names were created based on the Table Shellsfile available from theAmerican Community Survey Summary File Documentation page.Negative values (e.g., -4444...) have been set to null, with the exception of -5555... which has been set to zero. These negative values exist in the raw API data to indicate the following situations:The margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.The median falls in the lowest interval of an open-ended distribution, or in the upper interval of an open-ended distribution. A statistical test is not appropriate.The estimate is controlled. A statistical test for sampling variability is not appropriate.The data for this geographic area cannot be displayed because the number of sample cases is too small.",eng,Esri,Esri,Datasets,,AmericanCommunitySurvey|ACS|Census|CensusBureau|demographics|people|states|counties|tracts|2010-2014|healthinsurance|uninsured|age|race|sex|demographics|AmericanCommunitySurvey|policy|atrisk,2020-12-01T05:09:00.000Z,,,United States,"-179.1474,17.8848,179.7785,71.3526",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/datasets/1de77825c6af4da1aab7b51ed8cb9b64_1,https://gisdata-dupage.opendata.arcgis.com/datasets/24f9d9881a204890bff3ccbfd72ddd3e_0.zip,,,,1de77825c6af4da1aab7b51ed8cb9b64_1,https://hub.arcgis.com/datasets/1de77825c6af4da1aab7b51ed8cb9b64_1,,99-1100,99-1100,Active,ArcGIS Hub,2021-07-16,,Public,False,False,0.2702 MB
,Address,"McLean County Open Data - Addresses, parcels, Streets",eng,McGIS - McLean County GIS Consortium,"McLean County, Illinois",Datasets,,McLeanCounty|OpenData,2020-08-21T16:27:49.000Z,,,"Kappa, Illinois|Hudson, Illinois|Woodford County, Illinois|Gridley, Illinois|Lexington, Illinois|Arrowsmith, Illinois|Anchor, Illinois|Congerville, Illinois|Le Roy, Illinois|Stanford, Illinois|Fairbury, Illinois|Saybrook, Illinois|Normal, Illinois|Livingston County, Illinois|Carlock, Illinois|Downs, Illinois|Twin Grove, Illinois|Towanda, Illinois|Mclean, Illinois|Cooksville, Illinois|Heyworth, Illinois|Mclean County, Illinois|Chenoa, Illinois|El Paso, Illinois|Ellsworth, Illinois|Colfax, Illinois|Bellflower, Illinois|Shirley, Illinois|Secor, Illinois|Bloomington, Illinois|Danvers, Illinois|Illinois","-89.2639,40.2783,-88.4603,40.7571",Vector data,Shapefile,https://www.mcgis.org/datasets/41b074d9d1114553bff2bd481bdb1195_0,https://www.mcgis.org/datasets/41b074d9d1114553bff2bd481bdb1195_0.zip,,,,41b074d9d1114553bff2bd481bdb1195_0,https://hub.arcgis.com/datasets/41b074d9d1114553bff2bd481bdb1195_0,University of Illinois Urbana-Champaign,02b-17113,02b-17113,Active,ArcGIS Hub,2021-07-16,,Public,False,False,2.0355 MB
,Political Townships,"McLean County Open Data - Addresses, parcels, Streets",eng,McGIS - McLean County GIS Consortium,"McLean County, Illinois",Datasets,,McLeanCounty|OpenData,2020-08-21T16:27:49.000Z,,,"Kappa, Illinois|Hudson, Illinois|Woodford County, Illinois|Gridley, Illinois|Lexington, Illinois|Arrowsmith, Illinois|Anchor, Illinois|Congerville, Illinois|Le Roy, Illinois|Stanford, Illinois|Fairbury, Illinois|Saybrook, Illinois|Normal, Illinois|Livingston County, Illinois|Carlock, Illinois|Downs, Illinois|Twin Grove, Illinois|Towanda, Illinois|Mclean, Illinois|Cooksville, Illinois|Heyworth, Illinois|Mclean County, Illinois|Chenoa, Illinois|El Paso, Illinois|Ellsworth, Illinois|Colfax, Illinois|Bellflower, Illinois|Shirley, Illinois|Secor, Illinois|Bloomington, Illinois|Danvers, Illinois|Illinois","-89.2649,40.2775,-88.4594,40.7576",Vector data,Shapefile,https://www.mcgis.org/datasets/41b074d9d1114553bff2bd481bdb1195_6,https://www.mcgis.org/datasets/41b074d9d1114553bff2bd481bdb1195_0.zip,,,,41b074d9d1114553bff2bd481bdb1195_6,https://hub.arcgis.com/datasets/41b074d9d1114553bff2bd481bdb1195_6,University of Illinois Urbana-Champaign,02b-17113,02b-17113,Active,ArcGIS Hub,2021-07-16,,Public,False,False,2.0355 MB
,Water Bodies,"McLean County Open Data - Addresses, parcels, Streets",eng,McGIS - McLean County GIS Consortium,"McLean County, Illinois",Datasets,,McLeanCounty|OpenData,2020-08-21T16:27:49.000Z,,,"Kappa, Illinois|Hudson, Illinois|Woodford County, Illinois|Gridley, Illinois|Lexington, Illinois|Arrowsmith, Illinois|Anchor, Illinois|Congerville, Illinois|Le Roy, Illinois|Stanford, Illinois|Fairbury, Illinois|Saybrook, Illinois|Normal, Illinois|Livingston County, Illinois|Carlock, Illinois|Downs, Illinois|Twin Grove, Illinois|Towanda, Illinois|Mclean, Illinois|Cooksville, Illinois|Heyworth, Illinois|Mclean County, Illinois|Chenoa, Illinois|El Paso, Illinois|Ellsworth, Illinois|Colfax, Illinois|Bellflower, Illinois|Shirley, Illinois|Secor, Illinois|Bloomington, Illinois|Danvers, Illinois|Illinois","-89.2638,40.2783,-88.4583,40.7582",Vector data,Shapefile,https://www.mcgis.org/datasets/41b074d9d1114553bff2bd481bdb1195_10,https://www.mcgis.org/datasets/41b074d9d1114553bff2bd481bdb1195_10.zip,,,,41b074d9d1114553bff2bd481bdb1195_10,https://hub.arcgis.com/datasets/41b074d9d1114553bff2bd481bdb1195_10,University of Illinois Urbana-Champaign,02b-17113,02b-17113,Active,ArcGIS Hub,2021-07-16,,Public,False,False,0.8018 MB
