portalName,total,new_items,deleted_items
06a-01,423,3,3
05b-27163,61,0,0
05b-27167,11,0,0
01b-18163,64,0,0
11b-39153,36,0,0
08b-42133,55,0,0
04b-24031,67,0,0
02c-01,42,0,0
01c-02,1207,0,0
02b-17113,17,0,0
02a-02,8,0,0
04b-24013,30,0,0
08b-42003,63,0,0
11b-39009,26,0,0
05b-27011,14,0,0
04b-24009,10,0,0
05b-27017,0,0,0
05b-27019,94,6,5
08b-42027,88,7,6
04c-02,35,0,0
12b-17043,62,5,0
11b-39049,44,1,1
11a-01,1104,8,9
04b-24025,109,0,0
05b-27053,44,0,0
12b-17097,1478,0,0
03b-19113,143,0,0
05c-01,148,5,1
06b-26125,272,0,0
08c-02,248,0,0
05b-27119,12,0,0
05b-27121,0,0,0
05b-27137,8,0,0
99-1000,772,133,25
11b-39151,95,8,9
04b-24005,144,0,0
08b-42029,40,0,0
05b-27027,21,0,0
08b-42039,83,0,0
11b-39035,32,0,0
08b-42043,30,0,0
04f-01,85,50,56
05b-27057,0,0,5
11b-39093,214,0,0
04a-01,1388,30,1
08b-42091,43,7,0
04c-01,1259,24,4
12b-17143,102,0,0
05b-27123,39,0,0
05b-27139,65,2,0
06f-01,47,3,1
09c-01,85,0,0
07d-02,90,2,0
07b-26161,8,0,0
04b-24021,114,0,0
07c-01,141,0,0
03a-04,133,5,0
03c-02,167,167,0
12b-17031,210,210,0
03a-02,1119,4,5
