url,Title,Creator,Description
'https://mediacommons.unl.edu/luna/servlet/detail/RUMSEY~8~1~317895~90086920:1--A--&-N--R-R---Plans-for-route-of',,
'https://mediacommons.unl.edu/luna/servlet/detail/RUMSEY~8~1~317903~90086912:10--A--&-N--R-R---Plans-for-route-o',,
'https://mediacommons.unl.edu/luna/servlet/detail/RUMSEY~8~1~317904~90086911:11--A--&-N--R-R---Plans-for-route-o',,
'https://mediacommons.unl.edu/luna/servlet/detail/UNL~126~126~14416~1516061',,
'https://mediacommons.unl.edu/luna/servlet/detail/UNL~126~126~14160~1515831',,
