Identifier,Bounding Box,,,,,,
UMN_ALMA:9924331550001701,,,,,,,
UMN_ALMA:9924324310001701,,,,,,,
UMN_ALMA:9926153920001701,,,,,,,
UMN_ALMA:9927491350001701,,,,,,,
UMN_ALMA:9920937090001701,,,,,,,
UMN_ALMA:9924937720001701,,,,,,,
UMN_ALMA:9920729840001701,,,,,,,
UMN_ALMA:9922221550001701,,,,,,,
UMN_ALMA:9924336110001701,,,,,,,
UMN_ALMA:9930458940001701,,,,,,,
UMN_ALMA:9937001960001701,,,,,,,
UMN_ALMA:9934641650001701,,,,,,,
UMN_ALMA:9930479680001701,,,,,,,
UMN_ALMA:9930461100001701,,,,,,,
UMN_ALMA:9930462680001701,,,,,,,
UMN_ALMA:9936800990001701,,,,,,,
UMN_ALMA:9936787610001701,,,,,,,
UMN_ALMA:9936794090001701,,,,,,,
UMN_ALMA:9936226690001701,,,,,,,
UMN_ALMA:9930993650001701,,,,,,,
UMN_ALMA:9936480630001701,,,,,,,
UMN_ALMA:9937006890001701,,,,,,,
UMN_ALMA:9936467520001701,,,,,,,
UMN_ALMA:9936458280001701,,,,,,,
UMN_ALMA:9928907950001701,,,,,,,
UMN_ALMA:9929848570001701,,,,,,,
UMN_ALMA:9929823220001701,,,,,,,
UMN_ALMA:9929824590001701,,,,,,,
UMN_ALMA:9929848040001701,,,,,,,
UMN_ALMA:9930194240001701,,,,,,,
UMN_ALMA:9929839290001701,,,,,,,
UMN_ALMA:9931167250001701,,,,,,,
UMN_ALMA:9935454040001701,,,,,,,
UMN_ALMA:9931944870001701,,,,,,,
UMN_ALMA:9931332620001701,,,,,,,
UMN_ALMA:9928885220001701,,,,,,,
UMN_ALMA:9931062790001701,,,,,,,
UMN_ALMA:9930459290001701,,,,,,,
UMN_ALMA:9931907750001701,,,,,,,
UMN_ALMA:9931347220001701,,,,,,,
UMN_ALMA:9935789700001701,,,,,,,
UMN_ALMA:9929839580001701,,,,,,,
UMN_ALMA:9936568310001701,,,,,,,
UMN_ALMA:9934958200001701,,,,,,,
UMN_ALMA:9933551580001701,,,,,,,
UMN_ALMA:9934946340001701,,,,,,,
UMN_ALMA:9932263600001701,,,,,,,
UMN_ALMA:9935788070001701,,,,,,,
UMN_ALMA:9938657650001701,,,,,,,
UMN_ALMA:9937419930001701,,,,,,,
UMN_ALMA:9934155840001701,,,,,,,
UMN_ALMA:9931066730001701,,,,,,,
UMN_ALMA:9936569190001701,,,,,,,
UMN_ALMA:9934112790001701,,,,,,,
UMN_ALMA:9935442570001701,,,,,,,
UMN_ALMA:9931698640001701,,,,,,,
UMN_ALMA:9938270230001701,,,,,,,
UMN_ALMA:9935236090001701,,,,,,,
UMN_ALMA:9931041180001701,,,,,,,
UMN_ALMA:9937042440001701,,,,,,,
UMN_ALMA:9938259630001701,,,,,,,
UMN_ALMA:9935012670001701,,,,,,,
UMN_ALMA:9934927990001701,,,,,,,
UMN_ALMA:9932264250001701,,,,,,,
UMN_ALMA:9934739590001701,,,,,,,
UMN_ALMA:9934827250001701,,,,,,,
UMN_ALMA:9933314120001701,,,,,,,
UMN_ALMA:9931548130001701,,,,,,,
UMN_ALMA:9931545340001701,,,,,,,
UMN_ALMA:9930999430001701,,,,,,,
UMN_ALMA:9939501080001701,,,,,,,
UMN_ALMA:9934939630001701,,,,,,,
UMN_ALMA:9934959040001701,,,,,,,
UMN_ALMA:9931291600001701,,,,,,,
UMN_ALMA:9931291600001701,,,,,,,
UMN_ALMA:9928730790001701,,,,,,,
UMN_ALMA:9930451240001701,,,,,,,
UMN_ALMA:9928979760001701,,,,,,,
UMN_ALMA:9946455510001701,,,,,,,
UMN_ALMA:9947195160001701,,,,,,,
UMN_ALMA:9939946490001701,,,,,,,
UMN_ALMA:9945018290001701,,,,,,,
UMN_ALMA:9940099260001701,,,,,,,
UMN_ALMA:9943446260001701,,,,,,,
UMN_ALMA:9944490280001701,,,,,,,
UMN_ALMA:9943510790001701,,,,,,,
UMN_ALMA:9947829400001701,,,,,,,
UMN_ALMA:9943456940001701,,,,,,,
UMN_ALMA:9941250610001701,,,,,,,
UMN_ALMA:9941267670001701,,,,,,,
UMN_ALMA:9946815100001701,,,,,,,
UMN_ALMA:9948187350001701,,,,,,,
UMN_ALMA:9946821630001701,,,,,,,
UMN_ALMA:9948182900001701,,,,,,,
UMN_ALMA:9943105080001701,,,,,,,
UMN_ALMA:9942870790001701,,,,,,,
UMN_ALMA:9946601470001701,,,,,,,
UMN_ALMA:9941245980001701,,,,,,,
UMN_ALMA:9946823030001701,,,,,,,
UMN_ALMA:9943448070001701,,,,,,,
UMN_ALMA:9945200700001701,,,,,,,
UMN_ALMA:9943484420001701,,,,,,,
UMN_ALMA:9942036520001701,,,,,,,
UMN_ALMA:9942809170001701,,,,,,,
UMN_ALMA:9942809170001701,,,,,,,
UMN_ALMA:9944902010001701,,,,,,,
UMN_ALMA:9939539280001701,,,,,,,
UMN_ALMA:9940806900001701,,,,,,,
UMN_ALMA:9948347380001701,,,,,,,
UMN_ALMA:9939886740001701,,,,,,,
UMN_ALMA:9942870020001701,,,,,,,
UMN_ALMA:9946948520001701,,,,,,,
UMN_ALMA:9946353950001701,,,,,,,
UMN_ALMA:9939523930001701,,,,,,,
UMN_ALMA:9947315280001701,,,,,,,
UMN_ALMA:9944463530001701,,,,,,,
UMN_ALMA:9944463530001701,,,,,,,
UMN_ALMA:9944463530001701,,,,,,,
UMN_ALMA:9944463530001701,,,,,,,
UMN_ALMA:9944463530001701,,,,,,,
UMN_ALMA:9942213160001701,,,,,,,
UMN_ALMA:9943099330001701,,,,,,,
UMN_ALMA:9957953640001701,,,,,,,
UMN_ALMA:9957534520001701,,,,,,,
UMN_ALMA:9955175820001701,,,,,,,
UMN_ALMA:9956970230001701,,,,,,,
UMN_ALMA:9954588390001701,,,,,,,
UMN_ALMA:9950882430001701,,,,,,,
UMN_ALMA:9949958340001701,,,,,,,
UMN_ALMA:9958102410001701,,,,,,,
UMN_ALMA:9951771070001701,,,,,,,
UMN_ALMA:9956438380001701,,,,,,,
UMN_ALMA:9949989460001701,,,,,,,
UMN_ALMA:9949978410001701,,,,,,,
UMN_ALMA:9949978410001701,,,,,,,
UMN_ALMA:9952697990001701,,,,,,,
UMN_ALMA:9948672060001701,,,,,,,
UMN_ALMA:9951808920001701,,,,,,,
UMN_ALMA:9956977900001701,,,,,,,
UMN_ALMA:9949956690001701,,,,,,,
UMN_ALMA:9948677710001701,,,,,,,
UMN_ALMA:9948662600001701,,,,,,,
UMN_ALMA:9958107260001701,,,,,,,
UMN_ALMA:9954597510001701,,,,,,,
UMN_ALMA:9954621820001701,,,,,,,
UMN_ALMA:9949565620001701,,,,,,,
UMN_ALMA:9949978350001701,,,,,,,
UMN_ALMA:9949555180001701,,,,,,,
UMN_ALMA:9954626420001701,,,,,,,
UMN_ALMA:9949983600001701,,,,,,,
UMN_ALMA:9956451820001701,,,,,,,
UMN_ALMA:9956434860001701,,,,,,,
UMN_ALMA:9957240740001701,,,,,,,
UMN_ALMA:9948913810001701,,,,,,,
UMN_ALMA:9954919140001701,,,,,,,
UMN_ALMA:9957889320001701,,,,,,,
UMN_ALMA:9952734120001701,,,,,,,
UMN_ALMA:9956053600001701,,,,,,,
UMN_ALMA:9956493010001701,,,,,,,
UMN_ALMA:9953428010001701,,,,,,,
UMN_ALMA:9950281490001701,,,,,,,
UMN_ALMA:9948977450001701,,,,,,,
UMN_ALMA:9948977450001701,,,,,,,
UMN_ALMA:9950864590001701,,,,,,,
UMN_ALMA:9953437910001701,,,,,,,
UMN_ALMA:9954942550001701,,,,,,,
UMN_ALMA:9954942550001701,,,,,,,
UMN_ALMA:9954634690001701,,,,,,,
UMN_ALMA:9951693860001701,,,,,,,
UMN_ALMA:9957000440001701,,,,,,,
UMN_ALMA:9954723120001701,,,,,,,
UMN_ALMA:9951751800001701,,,,,,,
UMN_ALMA:9951751800001701,,,,,,,
UMN_ALMA:9957228350001701,,,,,,,
UMN_ALMA:9949150930001701,,,,,,,
UMN_ALMA:9949150930001701,,,,,,,
UMN_ALMA:9957548880001701,,,,,,,
UMN_ALMA:9949043050001701,,,,,,,
UMN_ALMA:9956990390001701,,,,,,,
UMN_ALMA:9924295000001701,,,,,,,
UMN_ALMA:9965395640001701,,,,,,,
UMN_ALMA:9961146760001701,,,,,,,
UMN_ALMA:9964144830001701,,,,,,,
UMN_ALMA:9961493640001701,,,,,,,
UMN_ALMA:9963855880001701,,,,,,,
UMN_ALMA:9973519793401701,,,,,,,
UMN_ALMA:9973519793401701,,,,,,,
UMN_ALMA:9962730960001701,,,,,,,
UMN_ALMA:9973346096501701,,,,,,,
UMN_ALMA:9964590640001701,,,,,,,
UMN_ALMA:9973346204501701,,,,,,,
UMN_ALMA:9965784510001701,,,,,,,
UMN_ALMA:9973723302501701,,,,,,,
UMN_ALMA:9961056320001701,,,,,,,
UMN_ALMA:9973344892701701,,,,,,,
UMN_ALMA:9960098100001701,,,,,,,
UMN_ALMA:9962991940001701,,,,,,,
UMN_ALMA:9964789080001701,,,,,,,
UMN_ALMA:9964574700001701,,,,,,,
UMN_ALMA:9973617475201701,,,,,,,
UMN_ALMA:9917818120001701,,,,,,,
UMN_ALMA:9916224500001701,,,,,,,
UMN_ALMA:9917828520001701,,,,,,,
UMN_ALMA:9917172310001701,,,,,,,
UMN_ALMA:9917838950001701,,,,,,,
UMN_ALMA:9917838950001701,,,,,,,
UMN_ALMA:9914749320001701,,,,,,,
UMN_ALMA:9912622330001701,,,,,,,
UMN_ALMA:9915624570001701,,,,,,,
UMN_ALMA:9916178090001701,,,,,,,
UMN_ALMA:9916313830001701,,,,,,,
UMN_ALMA:9919354490001701,,,,,,,
UMN_ALMA:9918623780001701,,,,,,,
UMN_ALMA:9915467530001701,,,,,,,
UMN_ALMA:9917151700001701,,,,,,,
UMN_ALMA:9914725290001701,,,,,,,
UMN_ALMA:9914917040001701,,,,,,,
UMN_ALMA:9913968430001701,,,,,,,
UMN_ALMA:9915046730001701,,,,,,,
UMN_ALMA:9918009020001701,,,,,,,
UMN_ALMA:9914030630001701,,,,,,,
UMN_ALMA:9915452400001701,,,,,,,
UMN_ALMA:9917868580001701,,,,,,,
UMN_ALMA:9917868580001701,,,,,,,
UMN_ALMA:9916345390001701,,,,,,,
