alt,Title,Description
"Municipalities [Outagamie County, Wisconsin] {2015}","Municipalities Outagamie County, WI 2015","This polygon data layer represents municipalities for Outagamie County, Wisconsin in 2015."
"Municipalities [Pierce County, Wisconsin] {2012}","Municipalities Pierce County, WI 2012","This data layer represents municipalities for Pierce County, Wisconsin in 2012.|Augmented original metadata with UW-Madison specific elements."
"Municipalities [Portage County, Wisconsin] {2013}","Municipalities Portage County, WI 2013","This data layer represents municipalities for Portage County, Wisconsin in 2013.|Augmented original metadata with UW-Madison specific elements."
