identifier,title,description,issued,modified,landingPage,webService,spatial
Crawford County PA Government,"[u'Crawford County PA', u'PA', u'Elections', u'General Elections', u'Election Results', u'votes', u'Voting']",http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_3,Governor and Lt Governor,"2018 General Election results for Crawford County, PA.  All results have been certified by the Election Board.??Data is public use and unrestricted.",2018-11-27T20:37:30.000Z,2018-12-03T20:33:12.000Z,http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_3,https://gis.crawfordcountypa.net:6443/arcgis/rest/services/Crawford_OpenData/ElectionResults_2018GeneralElection/MapServer/3,"-80.534605,41.471635,-79.601667,41.867734",08b-039,Penn State,Counties Geospatial Data,{u'name': u'Crawford County PA Government'},"Crawford County, Pennsylvania, United States|Ohio, United States"
Crawford County PA Government,"[u'Crawford County PA', u'PA', u'Elections', u'General Elections', u'Election Results', u'votes', u'Voting']",http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_2,United States Senator,"2018 General Election results for Crawford County, PA.  All results have been certified by the Election Board.??Data is public use and unrestricted.",2018-11-27T20:37:30.000Z,2018-12-03T20:33:12.000Z,http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_2,https://gis.crawfordcountypa.net:6443/arcgis/rest/services/Crawford_OpenData/ElectionResults_2018GeneralElection/MapServer/2,"-80.534605,41.471635,-79.601667,41.867734",08b-039,Penn State,Counties Geospatial Data,{u'name': u'Crawford County PA Government'},"Crawford County, Pennsylvania, United States|Ohio, United States"
Crawford County PA Government,"[u'Crawford County PA', u'PA', u'Elections', u'General Elections', u'Election Results', u'votes', u'Voting']",http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_1,Voter Turnout by %,"2018 General Election results for Crawford County, PA.  All results have been certified by the Election Board.??Data is public use and unrestricted.",2018-11-27T20:37:30.000Z,2018-12-22T19:05:36.095Z,http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_1,https://gis.crawfordcountypa.net:6443/arcgis/rest/services/Crawford_OpenData/ElectionResults_2018GeneralElection/MapServer/1,"-80.534605,41.471635,-79.601667,41.867734",08b-039,Penn State,Counties Geospatial Data,{u'name': u'Crawford County PA Government'},"Crawford County, Pennsylvania, United States|Ohio, United States"
Crawford County PA Government,"[u'Crawford County PA', u'PA', u'Elections', u'General Elections', u'Election Results', u'votes', u'Voting']",http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_0,Municipal Election Precincts,"2018 General Election results for Crawford County, PA.  All results have been certified by the Election Board.??Data is public use and unrestricted.",2018-11-27T20:37:30.000Z,2018-12-22T19:05:04.849Z,http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_0,https://gis.crawfordcountypa.net:6443/arcgis/rest/services/Crawford_OpenData/ElectionResults_2018GeneralElection/MapServer/0,"-80.534605,41.471635,-79.601667,41.867734",08b-039,Penn State,Counties Geospatial Data,{u'name': u'Crawford County PA Government'},"Crawford County, Pennsylvania, United States|Ohio, United States"
Crawford County PA Government,"[u'Crawford County PA', u'PA', u'Elections', u'General Elections', u'Election Results', u'votes', u'Voting']",http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_7,Representative in the General Assembly (17th District),"2018 General Election results for Crawford County, PA.  All results have been certified by the Election Board.??Data is public use and unrestricted.",2018-11-27T20:37:30.000Z,2018-12-03T20:33:12.000Z,http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_7,https://gis.crawfordcountypa.net:6443/arcgis/rest/services/Crawford_OpenData/ElectionResults_2018GeneralElection/MapServer/7,"-80.534605,41.471635,-79.601667,41.867734",08b-039,Penn State,Counties Geospatial Data,{u'name': u'Crawford County PA Government'},"Crawford County, Pennsylvania, United States|Ohio, United States"
Crawford County PA Government,"[u'Crawford County PA', u'PA', u'Elections', u'General Elections', u'Election Results', u'votes', u'Voting']",http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_6,Representative in the General Assembly (6th District),"2018 General Election results for Crawford County, PA.  All results have been certified by the Election Board.??Data is public use and unrestricted.",2018-11-27T20:37:30.000Z,2018-12-03T20:33:12.000Z,http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_6,https://gis.crawfordcountypa.net:6443/arcgis/rest/services/Crawford_OpenData/ElectionResults_2018GeneralElection/MapServer/6,"-80.534605,41.471635,-79.601667,41.867734",08b-039,Penn State,Counties Geospatial Data,{u'name': u'Crawford County PA Government'},"Crawford County, Pennsylvania, United States|Ohio, United States"
Crawford County PA Government,"[u'Crawford County PA', u'PA', u'Elections', u'General Elections', u'Election Results', u'votes', u'Voting']",http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_5,Senator in the General Assembly (50th District),"2018 General Election results for Crawford County, PA.  All results have been certified by the Election Board.??Data is public use and unrestricted.",2018-11-27T20:37:30.000Z,2018-12-03T20:33:12.000Z,http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_5,https://gis.crawfordcountypa.net:6443/arcgis/rest/services/Crawford_OpenData/ElectionResults_2018GeneralElection/MapServer/5,"-80.534605,41.471635,-79.601667,41.867734",08b-039,Penn State,Counties Geospatial Data,{u'name': u'Crawford County PA Government'},"Crawford County, Pennsylvania, United States|Ohio, United States"
Crawford County PA Government,"[u'Crawford County PA', u'PA', u'Elections', u'General Elections', u'Election Results', u'votes', u'Voting']",http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_4,United States Representative in Congress (16th District),"2018 General Election results for Crawford County, PA.  All results have been certified by the Election Board.??Data is public use and unrestricted.",2018-11-27T20:37:30.000Z,2018-12-03T20:33:12.000Z,http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_4,https://gis.crawfordcountypa.net:6443/arcgis/rest/services/Crawford_OpenData/ElectionResults_2018GeneralElection/MapServer/4,"-80.534605,41.471635,-79.601667,41.867734",08b-039,Penn State,Counties Geospatial Data,{u'name': u'Crawford County PA Government'},"Crawford County, Pennsylvania, United States|Ohio, United States"
Crawford County PA Government,"[u'Crawford County PA', u'PA', u'Elections', u'General Elections', u'Election Results', u'votes', u'Voting']",http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_9,GIS.US SENATOR 2018G RESULTS,"2018 General Election results for Crawford County, PA.  All results have been certified by the Election Board.??Data is public use and unrestricted.",2018-11-27T20:37:30.000Z,2018-12-03T20:33:12.000Z,http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_9,https://gis.crawfordcountypa.net:6443/arcgis/rest/services/Crawford_OpenData/ElectionResults_2018GeneralElection/MapServer/9,"-80.534605,41.471635,-79.601667,41.867734",08b-039,Penn State,Counties Geospatial Data,{u'name': u'Crawford County PA Government'},"Crawford County, Pennsylvania, United States|Ohio, United States"
Crawford County PA Government,"[u'Crawford County PA', u'PA', u'Elections', u'General Elections', u'Election Results', u'votes', u'Voting']",http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_8,Representative in the General Assembly (65th District),"2018 General Election results for Crawford County, PA.  All results have been certified by the Election Board.??Data is public use and unrestricted.",2018-11-27T20:37:30.000Z,2018-12-03T20:33:12.000Z,http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/2df6cd2c0d2841099519744c6900d598_8,https://gis.crawfordcountypa.net:6443/arcgis/rest/services/Crawford_OpenData/ElectionResults_2018GeneralElection/MapServer/8,"-80.534605,41.471635,-79.601667,41.867734",08b-039,Penn State,Counties Geospatial Data,{u'name': u'Crawford County PA Government'},"Crawford County, Pennsylvania, United States|Ohio, United States"
