identifier,portalName
http://gisdata-dupage.opendata.arcgis.com/datasets/67dbd96eb49641349a107e8163f8163f_0,US Congressional Districts,US Congressional Districts in Dupage Co.,2015-04-24T20:15:34.000Z,2017-01-13T14:31:31.092Z,http://gisdata-dupage.opendata.arcgis.com/datasets/67dbd96eb49641349a107e8163f8163f_0,https://services.arcgis.com/neJvtQ4PXvnQ86MJ/arcgis/rest/services/US_Congressional_Districts/FeatureServer/0,"-88.2632599859106,41.68564149022076,-87.91247990701025,41.993872354597826"
